common-block,file,module,operation,direction
_isocbind.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/_isocbind.py,lif2py._isocbind,iso_c_binding_map,WRITE
_isocbind.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/_isocbind.py,lif2py._isocbind,isoc_c2pycode_map,WRITE
_isocbind.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/_isocbind.py,lif2py._isocbind,iso_c2py_map,WRITE
_isocbind.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/_isocbind.py,lif2py._isocbind,isoc_kindmap,WRITE
cpuinfo.py,/home/dl/.local/lib/python3.10/site-packages/numpy/distutils/cpuinfo.py,tedistutils.cpuinfo,__all__,WRITE
cpuinfo.py,/home/dl/.local/lib/python3.10/site-packages/numpy/distutils/cpuinfo.py,tedistutils.cpuinfo,cpu,WRITE
_natype.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/_natype.py,lib_core._natype,__all__,WRITE
_natype.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/_natype.py,lib_core._natype,pd_NA,WRITE
chebyshev.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py,numpy.polynomial.chebyshev,__all__,WRITE
chebyshev.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py,numpy.polynomial.chebyshev,chebtrim,WRITE
