$0;1752840515035974241;2.0.2;KIEKER;ZORGLUB-42;1;false;0;NANOSECONDS;0
$1;1752840520377633479;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520377941682;1752840520377969888;localhost;124;1
$1;1752840520377791169;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520378035636;1752840520378071440;localhost;125;1
$1;1752840520377914307;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520378162017;1752840520378257086;localhost;126;1
$1;1752840520378193842;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520378394003;1752840520378442280;localhost;127;1
$1;1752840520379036902;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520378724144;1752840520379183165;localhost;128;1
$1;1752840520379141200;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520379399086;1752840520379439655;localhost;129;1
$1;1752840520379292015;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520379525378;1752840520379617783;localhost;130;1
$1;1752840520379510376;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520379765805;1752840520379809085;localhost;131;1
$1;1752840520379784496;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520379989724;1752840520380040010;localhost;132;1
$1;1752840520379867353;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520380152408;1752840520380200940;localhost;133;1
$1;1752840520379947446;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520380299521;1752840520380338631;localhost;134;1
$1;1752840520380199945;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520380432736;1752840520380472283;localhost;135;1
$1;1752840520380633065;private TagInfo PIL.TiffTags.TagInfo.__new__(int | None, String, int | None, int | None, dict[str, int] | None, TagInfo);<no-session-id>;1;1752840520380786153;1752840520380908712;localhost;136;1
