common-block,file,module,operation,direction
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_FOURCC,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_RGB,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_RGBA,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_LUMINANCE,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_LUMINANCEA,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_ALPHA,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_PAL8,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_HEADER_FLAGS_TEXTURE,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_HEADER_FLAGS_MIPMAP,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_HEADER_FLAGS_VOLUME,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_HEADER_FLAGS_PITCH,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_HEADER_FLAGS_LINEARSIZE,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_HEIGHT,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_WIDTH,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_SURFACE_FLAGS_TEXTURE,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_SURFACE_FLAGS_MIPMAP,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_SURFACE_FLAGS_CUBEMAP,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_CUBEMAP_POSITIVEX,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_CUBEMAP_NEGATIVEX,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_CUBEMAP_POSITIVEY,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_CUBEMAP_NEGATIVEY,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_CUBEMAP_POSITIVEZ,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DDS_CUBEMAP_NEGATIVEZ,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXT1_FOURCC,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXT3_FOURCC,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXT5_FOURCC,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_R8G8B8A8_TYPELESS,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_R8G8B8A8_UNORM,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_R8G8B8A8_UNORM_SRGB,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC5_TYPELESS,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC5_UNORM,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC5_SNORM,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC6H_UF16,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC6H_SF16,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC7_TYPELESS,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC7_UNORM,WRITE
DdsImagePlugin.py,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,DXGI_FORMAT_BC7_UNORM_SRGB,WRITE
WalImageFile.py,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,quake2palette,WRITE
ImageTk.py,./apps/Pillow/src/PIL/ImageTk.py,PIL.ImageTk,TYPE_CHECKING,WRITE
ImageShow.py,./apps/Pillow/src/PIL/ImageShow.py,PIL.ImageShow,_viewers,WRITE
FontFile.py,./apps/Pillow/src/PIL/FontFile.py,PIL.FontFile,WIDTH,WRITE
ImageColor.py,./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,colormap,WRITE
ImageQt.py,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,TYPE_CHECKING,WRITE
ImageQt.py,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,qt_version,WRITE
ImageQt.py,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,qt_versions,WRITE
WebPImagePlugin.py,./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_VP8_MODES_BY_IDENTIFIER,WRITE
ImageMath.py,./apps/Pillow/src/PIL/ImageMath.py,PIL.ImageMath,ops,WRITE
ImageFont.py,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,TYPE_CHECKING,WRITE
ImageFont.py,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,MAX_STRING_LENGTH,WRITE
ImageFont.py,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,core,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_MAGIC,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_PROPERTIES,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_ACCELERATORS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_METRICS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_BITMAPS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_INK_METRICS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_BDF_ENCODINGS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_SWIDTHS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_GLYPH_NAMES,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,PCF_BDF_ACCELERATORS,WRITE
PcfFontFile.py,./apps/Pillow/src/PIL/PcfFontFile.py,PIL.PcfFontFile,BYTES_PER_ROW,WRITE
PsdImagePlugin.py,./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,MODES,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,BYTE,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,ASCII,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,SHORT,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,LONG,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,RATIONAL,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,SIGNED_BYTE,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,UNDEFINED,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,SIGNED_SHORT,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,SIGNED_LONG,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,SIGNED_RATIONAL,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,FLOAT,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,DOUBLE,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,IFD,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,LONG8,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,_tags_v2,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,_tags_v2_groups,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,TAGS,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,TAGS_V2,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,TAGS_V2_GROUPS,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,TYPES,WRITE
TiffTags.py,./apps/Pillow/src/PIL/TiffTags.py,PIL.TiffTags,LIBTIFF_CORE,WRITE
ExifTags.py,./apps/Pillow/src/PIL/ExifTags.py,PIL.ExifTags,TAGS,WRITE
ExifTags.py,./apps/Pillow/src/PIL/ExifTags.py,PIL.ExifTags,GPSTAGS,WRITE
ImageGrab.py,./apps/Pillow/src/PIL/ImageGrab.py,PIL.ImageGrab,TYPE_CHECKING,WRITE
TgaImagePlugin.py,./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,MODES,WRITE
TgaImagePlugin.py,./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,SAVE,WRITE
FpxImagePlugin.py,./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,MODES,WRITE
SpiderImagePlugin.py,./apps/Pillow/src/PIL/SpiderImagePlugin.py,PIL.SpiderImagePlugin,TYPE_CHECKING,WRITE
SpiderImagePlugin.py,./apps/Pillow/src/PIL/SpiderImagePlugin.py,PIL.SpiderImagePlugin,iforms,WRITE
BufrStubImagePlugin.py,./apps/Pillow/src/PIL/BufrStubImagePlugin.py,PIL.BufrStubImagePlugin,_handler,WRITE
__init__.py,./apps/Pillow/src/PIL/__init__.py,PIL.__init__,__version__,WRITE
__init__.py,./apps/Pillow/src/PIL/__init__.py,PIL.__init__,_plugins,WRITE
IptcImagePlugin.py,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,COMPRESSION,WRITE
EpsImagePlugin.py,./apps/Pillow/src/PIL/EpsImagePlugin.py,PIL.EpsImagePlugin,split,WRITE
EpsImagePlugin.py,./apps/Pillow/src/PIL/EpsImagePlugin.py,PIL.EpsImagePlugin,field,WRITE
EpsImagePlugin.py,./apps/Pillow/src/PIL/EpsImagePlugin.py,PIL.EpsImagePlugin,gs_binary,WRITE
EpsImagePlugin.py,./apps/Pillow/src/PIL/EpsImagePlugin.py,PIL.EpsImagePlugin,gs_windows_binary,WRITE
GifImagePlugin.py,./apps/Pillow/src/PIL/GifImagePlugin.py,PIL.GifImagePlugin,TYPE_CHECKING,WRITE
GifImagePlugin.py,./apps/Pillow/src/PIL/GifImagePlugin.py,PIL.GifImagePlugin,LOADING_STRATEGY,WRITE
GifImagePlugin.py,./apps/Pillow/src/PIL/GifImagePlugin.py,PIL.GifImagePlugin,RAWMODE,WRITE
GifImagePlugin.py,./apps/Pillow/src/PIL/GifImagePlugin.py,PIL.GifImagePlugin,_Palette,WRITE
GifImagePlugin.py,./apps/Pillow/src/PIL/GifImagePlugin.py,PIL.GifImagePlugin,_FORCE_OPTIMIZE,WRITE
ImtImagePlugin.py,./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,field,WRITE
XVThumbImagePlugin.py,./apps/Pillow/src/PIL/XVThumbImagePlugin.py,PIL.XVThumbImagePlugin,_MAGIC,WRITE
XVThumbImagePlugin.py,./apps/Pillow/src/PIL/XVThumbImagePlugin.py,PIL.XVThumbImagePlugin,PALETTE,WRITE
WmfImagePlugin.py,./apps/Pillow/src/PIL/WmfImagePlugin.py,PIL.WmfImagePlugin,_handler,WRITE
GribStubImagePlugin.py,./apps/Pillow/src/PIL/GribStubImagePlugin.py,PIL.GribStubImagePlugin,_handler,WRITE
XbmImagePlugin.py,./apps/Pillow/src/PIL/XbmImagePlugin.py,PIL.XbmImagePlugin,xbm_head,WRITE
ImageFilter.py,./apps/Pillow/src/PIL/ImageFilter.py,PIL.ImageFilter,TYPE_CHECKING,WRITE
ImageStat.py,./apps/Pillow/src/PIL/ImageStat.py,PIL.ImageStat,Global,WRITE
GimpGradientFile.py,./apps/Pillow/src/PIL/GimpGradientFile.py,PIL.GimpGradientFile,EPSILON,WRITE
GimpGradientFile.py,./apps/Pillow/src/PIL/GimpGradientFile.py,PIL.GimpGradientFile,SEGMENTS,WRITE
BmpImagePlugin.py,./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,BIT2MODE,WRITE
BmpImagePlugin.py,./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,USE_RAW_ALPHA,WRITE
BmpImagePlugin.py,./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,SAVE,WRITE
ImagePath.py,./apps/Pillow/src/PIL/ImagePath.py,PIL.ImagePath,Path,WRITE
ImageDraw.py,./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,Outline,WRITE
ImageDraw.py,./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,TYPE_CHECKING,WRITE
ImageDraw.py,./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,_Ink,WRITE
Hdf5StubImagePlugin.py,./apps/Pillow/src/PIL/Hdf5StubImagePlugin.py,PIL.Hdf5StubImagePlugin,_handler,WRITE
PpmImagePlugin.py,./apps/Pillow/src/PIL/PpmImagePlugin.py,PIL.PpmImagePlugin,b_whitespace,WRITE
PpmImagePlugin.py,./apps/Pillow/src/PIL/PpmImagePlugin.py,PIL.PpmImagePlugin,MODES,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,COMMENT,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,DATE,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,EQUIPMENT,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,FRAMES,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,LUT,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,NAME,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,SCALE,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,SIZE,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,MODE,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,TAGS,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,OPEN,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,split,WRITE
ImImagePlugin.py,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,SAVE,WRITE
IcnsImagePlugin.py,./apps/Pillow/src/PIL/IcnsImagePlugin.py,PIL.IcnsImagePlugin,enable_jpeg2k,WRITE
IcnsImagePlugin.py,./apps/Pillow/src/PIL/IcnsImagePlugin.py,PIL.IcnsImagePlugin,MAGIC,WRITE
IcnsImagePlugin.py,./apps/Pillow/src/PIL/IcnsImagePlugin.py,PIL.IcnsImagePlugin,HEADERSIZE,WRITE
JpegImagePlugin.py,./apps/Pillow/src/PIL/JpegImagePlugin.py,PIL.JpegImagePlugin,TYPE_CHECKING,WRITE
JpegImagePlugin.py,./apps/Pillow/src/PIL/JpegImagePlugin.py,PIL.JpegImagePlugin,MARKER,WRITE
JpegImagePlugin.py,./apps/Pillow/src/PIL/JpegImagePlugin.py,PIL.JpegImagePlugin,RAWMODE,WRITE
JpegImagePlugin.py,./apps/Pillow/src/PIL/JpegImagePlugin.py,PIL.JpegImagePlugin,zigzag_index,WRITE
JpegImagePlugin.py,./apps/Pillow/src/PIL/JpegImagePlugin.py,PIL.JpegImagePlugin,samplings,WRITE
PdfParser.py,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,PDFDocEncoding,WRITE
PdfParser.py,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,TYPE_CHECKING,WRITE
DcxImagePlugin.py,./apps/Pillow/src/PIL/DcxImagePlugin.py,PIL.DcxImagePlugin,MAGIC,WRITE
IcoImagePlugin.py,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_MAGIC,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,TYPE_CHECKING,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,logger,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,is_cid,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_MAGIC,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_MODES,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_simple_palette,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,MAX_TEXT_CHUNK,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,MAX_TEXT_MEMORY,WRITE
PngImagePlugin.py,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_OUTMODES,WRITE
features.py,./apps/Pillow/src/PIL/features.py,PIL.features,modules,WRITE
features.py,./apps/Pillow/src/PIL/features.py,PIL.features,codecs,WRITE
features.py,./apps/Pillow/src/PIL/features.py,PIL.features,features,WRITE
ImageCms.py,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,_DESCRIPTION,WRITE
ImageCms.py,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,_VERSION,WRITE
ImageCms.py,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,_MAX_FLAG,WRITE
ImageCms.py,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,_FLAGS,WRITE
ImageCms.py,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,buildTransformFromOpenProfiles,WRITE
ImageCms.py,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,buildProofTransformFromOpenProfiles,WRITE
_version.py,./apps/Pillow/src/PIL/_version.py,PIL._version,__version__,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,ElementTree,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,logger,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,WARN_POSSIBLE_FORMATS,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,MAX_IMAGE_PIXELS,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,_filters_support,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,module,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,TYPE_CHECKING,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,ID,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,OPEN,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,MIME,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,SAVE,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,SAVE_ALL,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,EXTENSION,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,DECODERS,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,ENCODERS,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,_ENDIAN,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,MODES,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,_MAPMODES,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,_initialized,WRITE
Image.py,./apps/Pillow/src/PIL/Image.py,PIL.Image,_fromarray_typemap,WRITE
ImageFile.py,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,TYPE_CHECKING,WRITE
ImageFile.py,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,logger,WRITE
ImageFile.py,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,MAXBLOCK,WRITE
ImageFile.py,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,SAFEBLOCK,WRITE
ImageFile.py,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,LOAD_TRUNCATED_IMAGES,WRITE
ImageFile.py,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,ERRORS,WRITE
FtexImagePlugin.py,./apps/Pillow/src/PIL/FtexImagePlugin.py,PIL.FtexImagePlugin,MAGIC,WRITE
_tkinter_finder.py,./apps/Pillow/src/PIL/_tkinter_finder.py,PIL._tkinter_finder,tk,WRITE
_tkinter_finder.py,./apps/Pillow/src/PIL/_tkinter_finder.py,PIL._tkinter_finder,tk_version,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,TYPE_CHECKING,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,logger,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,READ_LIBTIFF,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,WRITE_LIBTIFF,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,STRIP_SIZE,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,II,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,MM,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,OSUBFILETYPE,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,IMAGEWIDTH,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,IMAGELENGTH,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,BITSPERSAMPLE,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,COMPRESSION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,PHOTOMETRIC_INTERPRETATION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,FILLORDER,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,IMAGEDESCRIPTION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,STRIPOFFSETS,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,SAMPLESPERPIXEL,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,ROWSPERSTRIP,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,STRIPBYTECOUNTS,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,X_RESOLUTION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,Y_RESOLUTION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,PLANAR_CONFIGURATION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,RESOLUTION_UNIT,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,TRANSFERFUNCTION,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,SOFTWARE,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,DATE_TIME,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,ARTIST,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,PREDICTOR,WRITE
TiffImagePlugin.py,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,COLORMAP,WRITE
