"module";"operation";"in-edges";"out-edges"
"randomtests.test_smoke_0_0._tmp.dtype.newbyteorder.f";"newbyteorder";"0";"1"
"lif2py.crackfortran_0_0.outmess.f";"outmess";"1";"0"
"lib_core._ufunc_config_0_0.getbufsize.f";"getbufsize";"2";"0"
"_core_0_0.ya.ya.conj.f";"conj";"0";"1"
"omma.core_0_0.asarray.astype.f";"astype";"0";"1"
"omma.core_0_0.__cache.append.f";"append";"0";"1"
"omma.core_0_0._core_transpose.f";"_core_transpose";"0";"1"
"tedistutils.ccompiler_opt_0_0._Distutils.__init__.f";"__init__";"0";"1"
"lib_core.test_ufunc_0_0.u8.tolist.f";"tolist";"0";"1"
"libtests.test_regression_0_0.api.run.f";"run";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.is_Pentium4.f";"is_Pentium4";"0";"1"
"libtests.test_regression_0_0.xm.mask.astype.f";"astype";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.mult.f";"filled";"0";"1"
"libtests.test_regression_0_0.rules.buildapi.f";"buildapi";"0";"1"
"omma.core_0_0.a.a.transpose.f";"transpose";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"type";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.opt.cpu_baseline_flags.f";"cpu_baseline_flags";"0";"1"
"omma.core_0_0.modnames.append.f";"append";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self._link.f";"_link";"0";"1"
"omma.core_0_0.__has_singleton.f";"__has_singleton";"1";"0"
"lib_core.test_multithreading_0_0.test_printoptions_thread_safety.f";"test_printoptions_thread_safety";"1";"0"
"omlib._twodim_base_impl_0_0.d.strip.f";"strip";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.data.traverse.f";"traverse";"0";"1"
"lib_core.test_ufunc_0_0.test_signature_failure_signature_missing_input_arg.f";"test_signature_failure_signature_missing_input_arg";"2";"0"
"omma.core_0_0.argwhere.f";"argwhere";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.xm.f";"filled";"0";"1"
"libtests.test_regression_0_0.m.group.lower.f";"lower";"0";"1"
"omtests.test_deprecations_0_0.test_function_maskedarray.f";"test_function_maskedarray";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.dtypes.f";"dtypes";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.netfile.close.f";"close";"0";"1"
"numpy.polynomial.chebyshev_0_0.cheb.chebadd.f";"chebadd";"0";"2"
"lif2py.crackfortran_0_0.setattrspec.f";"setattrspec";"1";"0"
"omma.core_0_0.decl.decl.append.f";"append";"0";"1"
"lib_core.strings_0_0.mod.f";"mod";"2";"0"
"omlib._twodim_base_impl_0_0.tostring.f";"tostring";"0";"1"
"omlib._shape_base_impl_0_0.np.__version__.split.f";"split";"0";"1"
"omma.core_0_0.a._data.take.f";"take";"0";"2"
"omma.core_0_0.N.ndarray.max.f";"max";"0";"1"
"libtests.test_regression_0_0.s1.spawn.f";"spawn";"0";"1"
"libtests.test_twodim_base_0_0.test_diag_bounds.f";"test_diag_bounds";"2";"0"
"omma.core_0_0.xh.put.f";"put";"0";"1"
"libtests.test_regression_0_0.pickle.UnpicklingError.f";"UnpicklingError";"0";"1"
"libtests.test_regression_0_0.cpu.is_r5000.f";"is_r5000";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.ThrowsAfter.f";"ThrowsAfter";"0";"1"
"omlib._function_base_impl_0_0.b1.copy.f";"copy";"0";"1"
"lib_core.strings_0_0.a.lower.f";"lower";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.def_gen.multivariate_hypergeometric.f";"multivariate_hypergeometric";"0";"1"
"tedistutils.ccompiler_opt_0_0._shell_utils.NativeParser.join.f";"join";"0";"1"
"libtests.test_function_base_0_0.test_api.f";"test_api";"2";"0"
"numpytyping.mypy_plugin_0_0._compute_virtual_index.f";"_compute_virtual_index";"0";"1"
"numpy.matlib_0_0.np.empty_like.view.f";"view";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"append";"0";"1"
"lib_core.test_regression_0_0.test_string_array_size.f";"test_string_array_size";"1";"0"
"_core_0_0.SourceFileLoader.f";"SourceFileLoader";"0";"1"
"tedistutils.ccompiler_opt_0_0._parse_policy_not_keepsort.f";"_parse_policy_not_keepsort";"1";"0"
"lib_core.f";"var";"0";"1"
"omlib._twodim_base_impl_0_0.rout.rout.lstrip.f";"lstrip";"0";"1"
"omma.core_0_0.__iter__.f";"__iter__";"1";"0"
"lib_core.test_ufunc_0_0.time.asctime.f";"asctime";"0";"1"
"typingtests.test_typing_0_0.strip_func.f";"strip_func";"1";"0"
"libtests.test_regression_0_0.match.groups.f";"groups";"0";"1"
"numpy.polynomial.polyutils_0_0.data_subset.data_subset.max.f";"max";"0";"1"
"omma.core_0_0.rec.take.f";"take";"0";"1"
"lib_core.test_ufunc_0_0.indent.f";"indent";"0";"1"
"libtests.test_regression_0_0.issubroutine_wrap.f";"issubroutine_wrap";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self._select.f";"_select";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.mod.__file__.startswith.f";"startswith";"0";"1"
"lib_core.test_ufunc_0_0.a._data.conjugate.f";"conjugate";"0";"2"
"lif2py.f";"add";"0";"1"
"omma.core_0_0.shape.split.f";"split";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.ary.self.ary.tolist.f";"tolist";"0";"1"
"numpy.polynomial.polyutils_0_0.multiply_not_add.f";"multiply_not_add";"0";"1"
"randomtests.test_smoke_0_0.dtype_is_implied.f";"dtype_is_implied";"0";"1"
"lib_core.test_multiarray_0_0.test_argpartition_integer.f";"test_argpartition_integer";"2";"0"
"omma.core_0_0.N.array.f";"array";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.tst_not_allclose.f";"tst_not_allclose";"0";"1"
"numpy.polynomial.legendre_0_0.legvander2d.f";"legvander2d";"1";"0"
"omtests.test_extras_0_0.setup_method.f";"setup_method";"2";"0"
"lib_core.multiarray_0_0.min_scalar_type.f";"min_scalar_type";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.def_gen.integers.f";"integers";"0";"1"
"tedistutils.log_0_0.warn_other_module.f";"warn_other_module";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.parse_targets.f";"parse_targets";"0";"1"
"libtests.test_regression_0_0.np.around.astype.f";"astype";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.config_found.extend.f";"extend";"0";"1"
"libtests.test_regression_0_0.i4.repeat.f";"repeat";"0";"1"
"lib_core.test_ufunc_0_0.B0.conjugate.f";"conjugate";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"search";"0";"1"
"numpy.polynomial.tests.test_legendre_0_0.test_legvander_negdeg.f";"test_legvander_negdeg";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self._iswritemode.f";"_iswritemode";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"argsort";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.rg.hypergeometric.f";"hypergeometric";"0";"1"
"omma.core_0_0.indices.argsort.f";"argsort";"0";"1"
"lib_core.test_overrides.D_0_0.os.WIFEXITED.f";"WIFEXITED";"0";"1"
"libtests.test_regression_0_0.super.__enter__.f";"__enter__";"0";"1"
"lib_core.test_einsum_0_0.test_einsum_sums_uint8.f";"test_einsum_sums_uint8";"1";"0"
"libtests.test_regression_0_0.A.cumprod.f";"cumprod";"0";"1"
"omlib._type_check_impl_0_0._getmaxmin.f";"_getmaxmin";"1";"0"
"omma.core_0_0.newargs.append.f";"append";"0";"1"
"omma.core_0_0.lib_dirs.append.f";"append";"0";"1"
"numpy.polynomial._polybase_0_0.__rsub__.f";"__rsub__";"2";"0"
"lib_core.test_indexing_0_0.test_slicing_no_floats.f";"test_slicing_no_floats";"2";"0"
"lib_core.test_ufunc_0_0.result.result.view.f";"view";"0";"1"
"lib_core.f";"cumsum";"0";"1"
"libtests.test_regression_0_0.callnameargspattern.match.f";"match";"0";"1"
"numpy.polynomial.legendre_0_0.legweight.f";"legweight";"2";"0"
"randomtests.test_extending_0_0._core.multiarray._multiarray_umath._reload_guard.f";"_reload_guard";"0";"1"
"lib_core.test_numeric_0_0.f";"fastclip";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.sqrt.f";"sqrt";"0";"1"
"omma.core_0_0.minimum.outer.f";"outer";"0";"1"
"lib_core.test_array_api_info_0_0.test_dtypes_all.f";"test_dtypes_all";"1";"0"
"numpy.polynomial.tests.test_polynomial_0_0.test_polydomain.f";"test_polydomain";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.out.f";"find";"0";"1"
"ommatrixlib.defmatrix_0_0.Q.T.conj.f";"conj";"0";"1"
"randomtests.test_randomstate_0_0.test_zero_probability.f";"test_zero_probability";"1";"0"
"omma.core_0_0.np.asarray.transpose.view.f";"view";"0";"1"
"libtests.test_regression_0_0.type_.f";"type_";"0";"2"
"tedistutils.log_0_0.it.debug_print.f";"debug_print";"0";"1"
"omlib._twodim_base_impl_0_0.np.strings.partition.f";"partition";"0";"1"
"lib_core.test_array_api_info_0_0.test_dtypes_tuple.f";"test_dtypes_tuple";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"extend";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.A.rpartition.f";"rpartition";"0";"1"
"libtests.test_regression_0_0.np.stack.view.f";"view";"0";"1"
"tedistutils.conv_template_0_0.module.__name__.replace.f";"replace";"0";"1"
"libtests.test_regression_0_0.os.path.islink.f";"islink";"0";"1"
"numpy.polynomial.legendre_0_0.legfit.f";"legfit";"1";"0"
"numpy.polynomial.tests.test_hermite_0_0.test_hermone.f";"test_hermone";"1";"0"
"omma.core_0_0.np.maximum.accumulate.f";"accumulate";"0";"1"
"libtests.test_regression_0_0.ua.astype.f";"astype";"0";"2"
"numpy.polynomial.tests.test_hermite_e_0_0.DistutilsPlatformError.f";"DistutilsPlatformError";"0";"1"
"lif2py.auxfuncs_0_0.isintent_overwrite.f";"isintent_overwrite";"1";"0"
"distutilsfcompiler.sun_0_0.get_flags_opt.f";"get_flags_opt";"1";"0"
"numpy.polynomial.chebyshev_0_0.cheb.chebpts2.f";"chebpts2";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.simple_site.f";"format";"0";"1"
"libtests.test_regression_0_0.builder.compile.f";"compile";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.d.copy.f";"copy";"0";"1"
"omma.core_0_0.appendmultiline.f";"appendmultiline";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"func_args";"0";"1"
"lib_core.test_ufunc_0_0.validate_names.f";"validate_names";"0";"1"
"libtests.test_regression_0_0.d1.argpartition.f";"argpartition";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0._check_ninf_inf.f";"_check_ninf_inf";"0";"1"
"omlib._twodim_base_impl_0_0.l.strip.f";"strip";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.cfuncs.outneeds.cfuncs.outneeds.append.f";"append";"0";"1"
"numpy.matlib_0_0.random_st.noncentral_f.f";"noncentral_f";"0";"1"
"lib_core.test_ufunc_0_0.retval.view.f";"view";"0";"1"
"lib_core.test_umath_complex_0_0.ncu.degrees.f";"degrees";"0";"1"
"lib_core.f";"std";"0";"1"
"libtests.test_regression_0_0.linalg.pinv.f";"pinv";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.mkl_info.calc_libraries_info.f";"calc_libraries_info";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"readlines";"0";"1"
"omma.core_0_0._core_outer.f";"_core_outer";"0";"1"
"numpytyping.mypy_plugin_0_0._get_indexes.f";"_get_indexes";"0";"1"
"tedistutils.ccompiler_opt_0_0.stream.consume_until.f";"consume_until";"0";"1"
"tedistutils.log_0_0.pytest.mark.valgrind_error.f";"valgrind_error";"0";"1"
"lib_core.test_regression_0_0._recurse.f";"_recurse";"0";"1"
"omlib._twodim_base_impl_0_0.dl.dl.strip.f";"strip";"0";"1"
"omma.core_0_0.not_available.append.f";"append";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.is_Core2.f";"is_Core2";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"count";"0";"1"
"omlib._shape_base_impl_0_0.aa.split.f";"split";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.tst_none_isclose.f";"tst_none_isclose";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.config.read.f";"read";"0";"1"
"lib_core.test_regression_0_0.test_load_ufunc_pickle.f";"test_load_ufunc_pickle";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0._round_if_needed.f";"_round_if_needed";"0";"1"
"tedistutils.log_0_0.ncu_tests.always_error.at.f";"at";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.target_sources.setdefault.append.f";"append";"0";"1"
"tedistutils.ccompiler_opt_0_0.shutil.copy2.f";"copy2";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.check_qr_stacked.f";"check_qr_stacked";"0";"1"
"omma.core_0_0.i4.argmin.f";"argmin";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.set_link_objects.f";"set_link_objects";"0";"1"
"tedistutils.cpuinfo_0_0._is_ultra5_10.f";"_is_ultra5_10";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0._test_fail.f";"_test_fail";"0";"2"
"numpy.polynomial.tests.test_hermite_e_0_0.p.trim.f";"trim";"0";"1"
"omlib._function_base_impl_0_0.mx.copy.f";"copy";"0";"1"
"libtests.test_regression_0_0.struct.unpack.f";"unpack";"0";"1"
"omma.core_0_0.np._core.multiarray.dot.f";"dot";"0";"1"
"omma.core_0_0.np.asarray.transpose.f";"transpose";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.ctypes.byref.f";"byref";"0";"1"
"omma.core_0_0.t.reshape.f";"reshape";"0";"1"
"libtests.test_regression_0_0.pa.pa.item.f";"item";"0";"1"
"numpy.matlib_0_0.random_st.uniform.f";"uniform";"0";"1"
"lib_core.test_ufunc_0_0.nditer1.reset.f";"reset";"0";"1"
"lib_core.f";"all";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.array.tofile.f";"tofile";"0";"1"
"omma.core_0_0.np.arange.reshape.T.copy.f";"copy";"0";"1"
"lib_core.f";"redirect_stdout";"0";"1"
"omtests.test_old_ma_0_0.as_eq.traverse.f";"traverse";"0";"1"
"libtests.test_regression_0_0._is_packed.f";"_is_packed";"0";"1"
"distutilsfcompiler.__init___0_0.get_flags_fix.f";"get_flags_fix";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.all_members.symmetric_difference.f";"symmetric_difference";"0";"1"
"lib_core.test_ufunc_0_0.dist.has_headers.f";"has_headers";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.interface.interface.append.f";"append";"0";"1"
"tedistutils.f";"convert";"0";"1"
"libtests.test_regression_0_0.ptype.f";"ptype";"0";"1"
"lib_core.f";"squeeze";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.solo.f";"item";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"load_all_fcompiler_classes";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.bpath.with_suffix.f";"with_suffix";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"fsci64";"0";"1"
"lib_core.test_ufunc_0_0.QRResult.f";"QRResult";"0";"1"
"testing_private.extbuild_0_0.build_backend.f";"build_backend";"0";"1"
"numpy.polynomial._polybase_0_0.poly.polyfit.f";"polyfit";"0";"1"
"omlib._twodim_base_impl_0_0.as_lt.tostring.f";"tostring";"0";"1"
"libtests.test_regression_0_0._ArrayFunctionDispatcher.f";"_ArrayFunctionDispatcher";"0";"1"
"libtests.test_regression_0_0.cmp_patterns.view.f";"view";"0";"1"
"libtests.test_regression_0_0.win32pdh.MakeCounterPath.f";"MakeCounterPath";"0";"1"
"omlib._function_base_impl_0_0.b.T.copy.f";"copy";"0";"1"
"lib_core.test_cython_0_0.test_make_iso_8601_datetime.f";"test_make_iso_8601_datetime";"2";"0"
"testing_private.utils_0_0.assert_.f";"assert_";"2";"0"
"numpy.polynomial.tests.test_classes_0_0.msg.f";"msg";"0";"3"
"numpy.polynomial.tests.test_hermite_e_0_0.S.f";"flatten";"0";"1"
"libtests.test_regression_0_0.np.hstack.astype.f";"astype";"0";"1"
"omma.core_0_0.d_out.d_out.append.f";"append";"0";"1"
"distutilsfcompiler.__init___0_0.cached_find_executable.f";"cached_find_executable";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"add";"0";"1"
"distutilscommand.install_0_0.f";"finalize_options";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.old_install.f";"finalize_options";"0";"1"
"omlib._twodim_base_impl_0_0.as_ternary.tostring.f";"tostring";"0";"1"
"omma.core_0_0.g.max.f";"max";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.A.lstrip.f";"lstrip";"0";"1"
"omma.core_0_0.determineexprtype_re_5.match.f";"match";"0";"1"
"lib_core.test_overrides.D_0_0.DTYPES.values.f";"values";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.tt.set_fill_value.f";"set_fill_value";"0";"1"
"omma.core_0_0.tokens.append.f";"append";"0";"1"
"tedistutils.conv_template_0_0.subscripts.replace.f";"replace";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.dtype.f";"items";"0";"1"
"omma.core_0_0.__reduce__.f";"__reduce__";"1";"0"
"libtests.test_regression_0_0.tmp.write.f";"write";"0";"1"
"lib_core.strings_0_0.data.data.encode.f";"encode";"0";"1"
"omma.core_0_0.np.where.view.f";"view";"0";"1"
"distutilstests.test_ccompiler_opt_0_0.test_flags.f";"test_flags";"2";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.expect_flags.f";"expect_flags";"0";"1"
"lib_core.test_ufunc_0_0.container.f";"container";"0";"1"
"omma.core_0_0.tmp_inputs.append.f";"append";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.noninv.astype.f";"astype";"0";"1"
"libtests.test_regression_0_0.removespaces.f";"removespaces";"0";"1"
"omma.core_0_0._parse_size.f";"_parse_size";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.p.copy.f";"copy";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"fpos64";"0";"1"
"omlib._scimath_impl_0_0.NX.sqrt.f";"sqrt";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.compiler_so.remove.f";"remove";"0";"1"
"lib_core.f";"extend_all";"0";"1"
"libtests.test_regression_0_0.np.arange.sum.f";"sum";"0";"1"
"omma.mrecords_0_0.ma2.view.f";"view";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.view_element_first_byte.view.f";"view";"0";"1"
"omtests.test_core.M_0_0.mock.Mock.f";"Mock";"0";"1"
"libtests.test_regression_0_0.nd.astype.f";"astype";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.apply_along_fields.f";"apply_along_fields";"0";"1"
"tedistutils.conv_template_0_0.sub.replace.f";"replace";"0";"1"
"omma.core_0_0.dat.argsort.f";"argsort";"0";"1"
"omma.core_0_0.N.ndarray.std.f";"std";"0";"1"
"libtests.test_regression_0_0.b.astype.astype.f";"astype";"0";"1"
"tedistutils.system_info_0_0.get_lib_dirs.f";"get_lib_dirs";"1";"0"
"libtests.test_regression_0_0.np.bool_.f";"bool_";"0";"1"
"omlib._function_base_impl_0_0.selectpattern.match.f";"match";"0";"1"
"randomtests.test_smoke_0_0.simple_dtypes.replace.replace.f";"replace";"0";"1"
"lib_core.strings_0_0.latin1.decode.f";"decode";"0";"1"
"libtests.test_regression_0_0.i.enable_external_loop.f";"enable_external_loop";"0";"1"
"omma.core_0_0.a.astype.dot.f";"dot";"0";"1"
"lib_core.test_numeric_0_0.teardown_method.f";"teardown_method";"1";"0"
"lib_core.f";"_var";"0";"1"
"numpy.matlib_0_0.random_st.__getstate__.f";"__getstate__";"0";"1"
"ommatrixlib.defmatrix_0_0.__pow__.f";"__pow__";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.module.char_test.change_strings.f";"change_strings";"0";"1"
"om_typing._nested_sequence_0_0.order_str_l.count.f";"count";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"split";"0";"1"
"lib_core.test_numeric_0_0.test_size.f";"test_size";"2";"0"
"libtests.test_regression_0_0.timeit.Timer.repeat.f";"repeat";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.np.f";"flipud";"0";"1"
"omlib._function_base_impl_0_0.aS1u4.copy.f";"copy";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0._specific_msg.f";"format";"0";"1"
"lib_core.test_simd_0_0._nan.f";"_nan";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.s.index.f";"index";"0";"1"
"lib_core.test_regression_0_0.ncu.radians.f";"radians";"0";"1"
"numpy.polynomial.polyutils_0_0.super.__add__.f";"__add__";"0";"1"
"lib_core.strings_0_0.o.encode.f";"encode";"0";"1"
"omlib._npyio_impl_0_0.get_docdir.is_dir.f";"is_dir";"0";"1"
"libtests.test_regression_0_0.multiply.reduce.f";"reduce";"0";"1"
"omlib._npyio_impl_0_0.kws.get.f";"get";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.autostrip.f";"autostrip";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.allfields.append.f";"append";"0";"1"
"omtests.test_ctypeslib_0_0.checks.make_iso_8601_datetime.f";"make_iso_8601_datetime";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self._mask.all.f";"all";"0";"1"
"lib_core.strings_0_0.sub.f";"sub";"0";"1"
"omlib.recfunctions_0_0._fix_defaults.f";"_fix_defaults";"1";"0"
"lib_core.test_ufunc_0_0.items.f";"items";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.shifts.items.f";"items";"0";"1"
"lif2py.auxfuncs_0_0.isarray.f";"isarray";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.parse_name_for_bind.f";"parse_name_for_bind";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.np.ma.mrecords.f";"fromtextfile";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.A.count.f";"count";"0";"1"
"omma.core_0_0.args_o.append.f";"append";"0";"1"
"distutilsfcompiler.vast_0_0.get_version_cmd.f";"get_version_cmd";"2";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"view";"0";"1"
"libtests.test_regression_0_0.key.byteswap.f";"byteswap";"0";"1"
"lib_core.test_defchararray_0_0.test_less_equal.f";"test_less_equal";"1";"0"
"omma.core_0_0.x.real.max.f";"max";"0";"1"
"lib_core.test_einsum_0_0.test_einsum_sums_uint32.f";"test_einsum_sums_uint32";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.min_f.upper.f";"upper";"0";"1"
"omma.core_0_0.xm.reshape.f";"reshape";"0";"2"
"omma.mrecords_0_0.xi.view.f";"view";"0";"1"
"lib_core.test_regression_0_0.test_object_array_fill.f";"test_object_array_fill";"2";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.f";"close";"0";"1"
"omma.core_0_0.deepcopy.deepcopy.append.f";"append";"0";"1"
"lib_core.test_cpu_features_0_0.setup_method.f";"setup_method";"1";"0"
"omma.core_0_0.expanded_list.append.f";"append";"0";"1"
"libtests.test_regression_0_0._parse_letter_version.f";"_parse_letter_version";"0";"1"
"lib_core.defchararray_0_0.rsplit.f";"rsplit";"1";"0"
"omlib._shape_base_impl_0_0.rsplit.f";"rsplit";"0";"1"
"omma.core_0_0.indices.indices.append.f";"append";"0";"1"
"numpy.polynomial.laguerre_0_0.lag.lagline.f";"lagline";"0";"1"
"numpy._globals_0_0.self.__new__.f";"__new__";"0";"1"
"numpy.matlib_0_0.random_st.weibull.f";"weibull";"0";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"reshape";"0";"1"
"tedistutils.cpuinfo_0_0._is_ultra60.f";"_is_ultra60";"1";"0"
"omlib._function_base_impl_0_0.obj.executables.copy.f";"copy";"0";"1"
