callerfilename,callermodule,caller,callee
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,_extract_errs,enumerate
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,set_edgecolor,super
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,_validate_mathtext_fallback,s.lower
./apps/matplotlib/lib/matplotlib/tests/test_mlab.py,matplotlib.tests.test_mlab,test_window,np.ones
./apps/matplotlib/lib/mpl_toolkits/axisartist/axislines.py,matplotlib.axisartist.axislines,grid,super
./apps/matplotlib/galleries/examples/text_labels_and_annotations/usetex_baseline_test.py,usetex_baseline_test,test_rotation_mode,enumerate
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,__init__,_log.warning
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,semilogy,kwargs.items
./apps/matplotlib/galleries/examples/user_interfaces/web_application_server_sgskip.py,web_application_server_sgskip,hello,app.route
./apps/matplotlib/lib/matplotlib/font_manager.py,matplotlib.font_manager,__init__,_log.warning
./apps/matplotlib/lib/matplotlib/backends/backend_webagg_core.py,matplotlib.backends.backend_webagg_core,get_diff_image,np.where
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,get_matrix,super
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_nbins_major,np.log10
./apps/matplotlib/lib/matplotlib/backends/backend_webagg.py,matplotlib.backends.backend_webagg,pyplot_show,print
./apps/matplotlib/lib/matplotlib/tests/test_colors.py,matplotlib.tests.test_colors,forward,np.log10
./apps/matplotlib/lib/matplotlib/backends/_backend_tk.py,matplotlib.backends._backend_tk,_on_timer,super
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,set_alpha,super
./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,get_points,np.where
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,_compute_conf_interval,np.concatenate
./apps/matplotlib/galleries/examples/text_labels_and_annotations/line_with_text.py,line_with_text,set_transform,super
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,_compute_offset,np.ceil
./apps/matplotlib/lib/matplotlib/streamplot.py,matplotlib.streamplot,interpgrid,int
./apps/matplotlib/lib/mpl_toolkits/mplot3d/proj3d.py,matplotlib.mplot3d.proj3d,_proj_points,np.column_stack
./apps/matplotlib/lib/matplotlib/cm.py,matplotlib.cm,_gen_cmap_registry,aliases.items
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,blend_overlay,np.where
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,tick_values,int
./apps/matplotlib/lib/matplotlib/dates.py,matplotlib.dates,_from_ordinalf,int
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,make_image,np.repeat
./apps/matplotlib/lib/matplotlib/figure.py,matplotlib.figure,colorbar,repr
./apps/matplotlib/lib/matplotlib/tests/test_collections.py,matplotlib.tests.test_collections,test_quadmesh_get_coordinates,np.ones
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,text,super
./apps/matplotlib/lib/matplotlib/_enums.py,matplotlib._enums,plot_angle,enumerate
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,labels,enumerate
./apps/matplotlib/lib/matplotlib/backends/backend_tkagg.py,matplotlib.backends.backend_tkagg,draw,super
./apps/matplotlib/galleries/examples/misc/demo_ribbon_box.py,demo_ribbon_box,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_specgram_angle,np.hstack
./apps/matplotlib/lib/matplotlib/lines.py,matplotlib.lines,recache,np.interp
./apps/matplotlib/lib/matplotlib/backends/backend_qt.py,matplotlib.backends.backend_qt,draw,super
./apps/matplotlib/doc/conf.py,conf,_parse_skip_subdirs_file,time.time
./apps/matplotlib/doc/sphinxext/math_symbol_table.py,sphinxext.math_symbol_table,__call__,split
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_remove_overlap,np.ones
./apps/matplotlib/lib/matplotlib/backend_bases.py,matplotlib.backend_bases,__init__,int
./apps/matplotlib/lib/matplotlib/backends/backend_nbagg.py,matplotlib.backends.backend_nbagg,get_javascript,super
./apps/matplotlib/lib/matplotlib/backends/backend_agg.py,matplotlib.backends.backend_agg,__init__,int
./apps/matplotlib/lib/matplotlib/figure.py,matplotlib.figure,_redo_transform_rel_fig,wr.sum
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,print_path,enumerate
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,_process_args,np.concatenate
./apps/matplotlib/lib/matplotlib/tests/test_category.py,matplotlib.tests.test_category,test_StrCategoryFormatterPlot,enumerate
./apps/matplotlib/galleries/examples/text_labels_and_annotations/fonts_demo_kw.py,fonts_demo_kw,print_text,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_text.py,matplotlib.tests.test_text,test_font_scaling,enumerate
./apps/matplotlib/lib/mpl_toolkits/axisartist/axislines.py,matplotlib.axisartist.axislines,_to_xy,np.stack
./apps/matplotlib/lib/matplotlib/tests/test_lines.py,matplotlib.tests.test_lines,test_lw_scaling,enumerate
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,ecdf,np.isnan
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_psd_csd,np.ceil
./apps/matplotlib/lib/mpl_toolkits/axisartist/axisline_style.py,matplotlib.axisartist.axisline_style,__init__,super
./apps/matplotlib/lib/matplotlib/path.py,matplotlib.path,arc,np.ceil
./apps/matplotlib/lib/matplotlib/tests/test_pickle.py,matplotlib.tests.test_pickle,_pickle_load_subprocess,print
./apps/matplotlib/lib/matplotlib/backends/backend_gtk4.py,matplotlib.backends.backend_gtk4,save_figure,enumerate
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,changed,super
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,__new__,cs.split
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,switch_orientation,enumerate
./apps/matplotlib/lib/matplotlib/axes/_base.py,matplotlib.axes._base,__len__,sum
./apps/matplotlib/lib/matplotlib/artist.py,matplotlib.artist,pprint_getters,s.replace
./apps/matplotlib/galleries/users_explain/colors/colormap-manipulation.py,colormap-manipulation,demo,print
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,validate_fontweight,int
./apps/matplotlib/tools/visualize_tests.py,matplotlib.tests.visualize_tests,run,print
./apps/matplotlib/lib/matplotlib/tests/test_streamplot.py,matplotlib.tests.test_streamplot,test_integration_options,np.column_stack
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,grouped_bar,enumerate
./apps/matplotlib/tools/visualize_tests.py,matplotlib.tests.visualize_tests,run,pictures.items
./apps/matplotlib/lib/matplotlib/_afm.py,matplotlib._afm,_parse_optional,line.split
./apps/matplotlib/lib/matplotlib/backends/_backend_tk.py,matplotlib.backends._backend_tk,zoom,super
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,locate_label,np.argsort
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_arrow_simple,enumerate
./apps/matplotlib/lib/matplotlib/gridspec.py,matplotlib.gridspec,__init__,super
./apps/matplotlib/tools/subset.py,matplotlib.tests.subset,subset_font,os.rename
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,_convert_mesh_to_triangles,np.isnan
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,iter_frames,super
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,ecdf,np.take
./apps/matplotlib/doc/users/generate_credits.py,generate_credits,generate_credits,line.split
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_hist_log,np.concatenate
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,get_edgecolor,super
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,_interp_grid,np.all
./apps/matplotlib/lib/mpl_toolkits/axisartist/axis_artist.py,matplotlib.axisartist.axis_artist,get_window_extent,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,calc_arrows,np.stack
./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,test_triinterp_colinear,np.ones
./apps/matplotlib/lib/matplotlib/backends/backend_macosx.py,matplotlib.backends.backend_macosx,destroy,super
./apps/matplotlib/lib/matplotlib/_mathtext.py,matplotlib._mathtext,_get_glyph,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_aspects,enumerate
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,new_frame_seq,iter
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,_make_image,np.ones
./apps/matplotlib/tools/check_typehints.py,matplotlib.tests.check_typehints,check_namespace,print
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,get_cursor_data,np.isnan
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,__init__,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,rotate_from_to,warnings.warn
./apps/matplotlib/lib/matplotlib/colorbar.py,matplotlib.colorbar,__call__,sum
./apps/matplotlib/lib/matplotlib/backends/qt_editor/_formlayout.py,matplotlib.backends.qt_editor._formlayout,setup,_log.warning
./apps/matplotlib/lib/matplotlib/tests/test_mlab.py,matplotlib.tests.test_mlab,test_spectral_helper_raises,np.ones
./apps/matplotlib/galleries/examples/event_handling/pick_event_demo.py,pick_event_demo,onpick1,print
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,strip_math,s.replace
./apps/matplotlib/galleries/examples/statistics/time_series_histogram.py,time_series_histogram,set_axis_style,np.interp
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,validate_sketch,s.lower
./apps/matplotlib/lib/matplotlib/backends/backend_wx.py,matplotlib.backends.backend_wx,set_linewidth,super
./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,test_triinterp,interp
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,_format_value,np.log10
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,composite_images,int
./apps/matplotlib/lib/mpl_toolkits/axisartist/axis_artist.py,matplotlib.axisartist.axis_artist,draw,super
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,_update_path,np.sum
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,do_3d_projection,np.column_stack
./apps/matplotlib/lib/matplotlib/tests/test_colors.py,matplotlib.tests.test_colors,test_LogNorm,ln
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,__call__,np.log10
./apps/matplotlib/lib/matplotlib/dviread.py,matplotlib.dviread,__init__,super
./apps/matplotlib/lib/matplotlib/axes/_secondary_axes.py,matplotlib.axes._secondary_axes,draw,super
./apps/matplotlib/galleries/examples/widgets/annotated_cursor.py,annotated_cursor,_update,super
./apps/matplotlib/galleries/examples/specialty_plots/ishikawa_diagram.py,ishikawa_diagram,causes,enumerate
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,_roll_to_vertical,np.roll
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,_rc_test_bxp_helper,np.hstack
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,pprint_styles,cell.ljust
./apps/matplotlib/lib/matplotlib/tests/test_backend_tk.py,matplotlib.tests.test_backend_tk,test_embedding,tk.Tk
./apps/matplotlib/lib/matplotlib/artist.py,matplotlib.artist,pprint_setters_rest,n.ljust
./apps/matplotlib/galleries/examples/widgets/polygon_selector_demo.py,polygon_selector_demo,disconnect,print
./apps/matplotlib/galleries/examples/subplots_axes_and_figures/custom_figure_class.py,custom_figure_class,__init__,np.tanh
./apps/matplotlib/lib/mpl_toolkits/axisartist/axislines.py,matplotlib.axisartist.axislines,clear,super
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,split_path_inout,np.concatenate
./apps/matplotlib/galleries/examples/misc/demo_ribbon_box.py,demo_ribbon_box,get_stretched_image,int
./apps/matplotlib/lib/matplotlib/backends/backend_qt.py,matplotlib.backends.backend_qt,_get_key,chr
./apps/matplotlib/lib/matplotlib/font_manager.py,matplotlib.font_manager,set_weight,int
./apps/matplotlib/galleries/examples/images_contours_and_fields/triinterp_demo.py,triinterp_demo,compare,interp_lin
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,__getitem__,super
./apps/matplotlib/lib/mpl_toolkits/axisartist/grid_finder.py,matplotlib.axisartist.grid_finder,inv_transform_xy,np.column_stack
./apps/matplotlib/galleries/examples/lines_bars_and_markers/multicolored_line.py,multicolored_line,colored_line_between_pts,np.concatenate
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,_repr_png_,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_spy,np.ones
./apps/matplotlib/lib/mpl_toolkits/axes_grid1/parasite_axes.py,matplotlib.axes_grid1.parasite_axes,draw,super
./apps/matplotlib/galleries/examples/lines_bars_and_markers/linestyles.py,linestyles,plot_linestyles,enumerate
./apps/matplotlib/lib/matplotlib/_type1font.py,matplotlib._type1font,_escape,chr
./apps/matplotlib/galleries/examples/user_interfaces/embedding_webagg_sgskip.py,embedding_webagg_sgskip,__init__,print
./apps/matplotlib/lib/matplotlib/tests/test_arrow_patches.py,matplotlib.tests.test_arrow_patches,test_boxarrow,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_usetex.py,matplotlib.tests.test_usetex,test_pdf_type1_font_subsetting,print
./apps/matplotlib/lib/matplotlib/backends/backend_cairo.py,matplotlib.backends.backend_cairo,set_alpha,super
./apps/matplotlib/lib/matplotlib/tests/test_colorbar.py,matplotlib.tests.test_colorbar,test_axes_handles_same_functions,np.ones
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,set_verts,super
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,draw_mathtext,chr
./apps/matplotlib/lib/matplotlib/tests/test_backend_svg.py,matplotlib.tests.test_backend_svg,test_annotationbbox_gid,np.ones
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_aspects_adjust_box,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,np.cumsum
./apps/matplotlib/lib/matplotlib/sphinxext/mathmpl.py,matplotlib.sphinxext.mathmpl,_config_inited,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,_meth,c.meth
./apps/matplotlib/lib/matplotlib/tests/test_transforms.py,matplotlib.tests.test_transforms,test_pcolormesh_pre_transform_limits,np.log
./apps/matplotlib/lib/matplotlib/testing/compare.py,matplotlib.testing.compare,encode_and_escape,int
./apps/matplotlib/lib/matplotlib/backends/backend_nbagg.py,matplotlib.backends.backend_nbagg,__init__,super
./apps/matplotlib/galleries/examples/event_handling/pick_event_demo.py,pick_event_demo,onpick3,print
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,__init__,super
./apps/matplotlib/galleries/examples/lines_bars_and_markers/marker_reference.py,marker_reference,split_list,np.concatenate
./apps/matplotlib/lib/matplotlib/tests/test_path.py,matplotlib.tests.test_path,test_marker_paths_pdf,np.ones
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,_use_zordered_offset,super
./apps/matplotlib/lib/matplotlib/tri/_tritools.py,matplotlib.tri._tritools,get_flat_tri_mask,np.where
./apps/matplotlib/galleries/examples/scales/logit_demo.py,logit_demo,inverse,np.where
./apps/matplotlib/lib/matplotlib/backends/backend_ps.py,matplotlib.backends.backend_ps,_try_distill,_log.warning
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_psd_csd_edge_cases,np.errstate
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,_normalize_image_array,_log.warning
./apps/matplotlib/galleries/examples/images_contours_and_fields/image_annotated_heatmap.py,image_annotated_heatmap,func,replace
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,pcolormesh,np.stack
./apps/matplotlib/galleries/examples/user_interfaces/embedding_in_qt_sgskip.py,embedding_in_qt_sgskip,_update_canvas,app.raise_
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,isAvailable,shutil.which
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_pass_image_data,np.uint8
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,set_verts,np.concatenate
./apps/matplotlib/galleries/examples/images_contours_and_fields/image_antialiasing.py,image_antialiasing,function_z,np.ones
./apps/matplotlib/lib/matplotlib/tests/test_backend_tk.py,matplotlib.tests.test_backend_tk,legitimate_quit,print
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,add,np.sum
./apps/matplotlib/lib/matplotlib/tests/test_type1font.py,matplotlib.tests.test_type1font,test_overprecision,line.split
./apps/matplotlib/lib/matplotlib/backends/backend_webagg.py,matplotlib.backends.backend_webagg,get,int
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,_reshape_2D,iter
./apps/matplotlib/lib/matplotlib/backends/backend_agg.py,matplotlib.backends.backend_agg,stop_filter,int
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_scatter3d_sorting,np.unique
./apps/matplotlib/lib/matplotlib/font_manager.py,matplotlib.font_manager,afmFontProperty,name.lower
./apps/matplotlib/lib/matplotlib/backends/backend_qt.py,matplotlib.backends.backend_qt,_add_to_group,gr.insert
./apps/matplotlib/galleries/examples/widgets/lasso_selector_demo_sgskip.py,lasso_selector_demo_sgskip,accept,print
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,_make_image,np.ones_like
./apps/matplotlib/lib/matplotlib/tri/_triinterpolate.py,matplotlib.tri._triinterpolate,__init__,super
./apps/matplotlib/lib/matplotlib/backends/backend_gtk3agg.py,matplotlib.backends.backend_gtk3agg,blit,int
./apps/matplotlib/lib/matplotlib/text.py,matplotlib.text,set_clip_path,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,tick_params,super
./apps/matplotlib/galleries/examples/misc/demo_ribbon_box.py,demo_ribbon_box,draw,int
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,delete_masked_points,enumerate
./apps/matplotlib/lib/matplotlib/_afm.py,matplotlib._afm,_parse_header,line.split
./apps/matplotlib/galleries/examples/images_contours_and_fields/image_annotated_heatmap.py,image_annotated_heatmap,annotate_heatmap,int
./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,get_patch_transform,super
./apps/matplotlib/lib/matplotlib/tests/test_collections.py,matplotlib.tests.test_collections,test_quadmesh_cursor_data,np.ones
./apps/matplotlib/galleries/examples/showcase/stock_prices.py,stock_prices,mandelbrot_set,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_multivariate_colormaps.py,matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_from_image,np.ones
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,__init__,int
./apps/matplotlib/lib/matplotlib/axes/_base.py,matplotlib.axes._base,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,color_boxes,enumerate
./apps/matplotlib/lib/matplotlib/__init__.py,matplotlib.__init__,_rc_params_in_file,enumerate
./apps/matplotlib/lib/matplotlib/backends/registry.py,matplotlib.backends.registry,_validate_and_store_entry_points,name.lower
./apps/matplotlib/lib/matplotlib/dates.py,matplotlib.dates,normalize_args,kwargs.items
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,monochrome,np.all
./apps/matplotlib/lib/matplotlib/backends/backend_wx.py,matplotlib.backends.backend_wx,start_event_loop,int
./apps/matplotlib/lib/matplotlib/tests/test_mlab.py,matplotlib.tests.test_mlab,stim,np.ceil
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,validate_fontsize,s.lower
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,get_linewidths,super
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,determine_facecolor,super
./apps/matplotlib/lib/matplotlib/backends/backend_qt.py,matplotlib.backends.backend_qt,resize,int
./apps/matplotlib/lib/matplotlib/_mathtext.py,matplotlib._mathtext,shrink,super
./apps/matplotlib/lib/matplotlib/sphinxext/figmpl_directive.py,matplotlib.sphinxext.figmpl_directive,_parse_srcsetNodes,st.split
./apps/matplotlib/lib/matplotlib/axes/_base.py,matplotlib.axes._base,axis,enumerate
./apps/matplotlib/lib/matplotlib/colorbar.py,matplotlib.colorbar,_forward_boundaries,np.interp
./apps/matplotlib/lib/matplotlib/axes/_base.py,matplotlib.axes._base,axis,limits.items
./apps/matplotlib/lib/matplotlib/path.py,matplotlib.path,arc,np.tan
./apps/matplotlib/galleries/examples/specialty_plots/mri_with_eeg.py,mri_with_eeg,bullseye_plot,enumerate
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,axis_aligned_extrema,np.roots
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,safe_first_element,iter
./apps/matplotlib/galleries/examples/images_contours_and_fields/pcolormesh_levels.py,pcolormesh_levels,adjust_spines,slice
./apps/matplotlib/lib/matplotlib/backends/qt_editor/_formlayout.py,matplotlib.backends.qt_editor._formlayout,setup,repr
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,set_sizes,super
./apps/matplotlib/galleries/examples/statistics/boxplot_demo.py,boxplot_demo,set_axis_style,np.column_stack
./apps/matplotlib/lib/mpl_toolkits/axisartist/floating_axes.py,matplotlib.axisartist.floating_axes,f1,iter
./apps/matplotlib/lib/matplotlib/__init__.py,matplotlib.__init__,inner,kwargs.items
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,writeHatches,split
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,_embedTeXFont,enumerate
./apps/matplotlib/galleries/examples/statistics/time_series_histogram.py,time_series_histogram,set_axis_style,print
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axis3d.py,matplotlib.mplot3d.axis3d,_get_tickdir,np.roll
./apps/matplotlib/galleries/examples/mplot3d/intersecting_planes.py,intersecting_planes,plot_quadrants,enumerate
./apps/matplotlib/lib/matplotlib/_mathtext.py,matplotlib._mathtext,_set_glue,_log.warning
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,csd,np.log10
./apps/matplotlib/lib/matplotlib/tests/test_lines.py,matplotlib.tests.test_lines,test_marker_fill_styles,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_collections.py,matplotlib.tests.test_collections,test_blended_collection_autolim,np.column_stack
./apps/matplotlib/lib/matplotlib/backends/backend_pgf.py,matplotlib.backends.backend_pgf,draw,super
./apps/matplotlib/galleries/examples/misc/demo_agg_filter.py,demo_agg_filter,process_image,int
./apps/matplotlib/galleries/examples/mplot3d/intersecting_planes.py,intersecting_planes,figure_3D_array_slices,sum
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,autoscale_None,super
./apps/matplotlib/galleries/examples/statistics/boxplot_demo.py,boxplot_demo,set_axis_style,np.repeat
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_axes3d_repr,repr
./apps/matplotlib/lib/matplotlib/font_manager.py,matplotlib.font_manager,__init__,timer.cancel
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,legend_elements,np.unique
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,_writePng,int
./apps/matplotlib/lib/matplotlib/tests/test_colorbar.py,matplotlib.tests.test_colorbar,_colorbar_extension_length,enumerate
./apps/matplotlib/lib/matplotlib/backend_bases.py,matplotlib.backend_bases,_switch_canvas_and_return_print_method,kwargs.items
./apps/matplotlib/lib/matplotlib/path.py,matplotlib.path,interpolated,np.all
./apps/matplotlib/lib/matplotlib/tests/test_collections.py,matplotlib.tests.test_collections,test_blended_collection_autolim,np.repeat
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,scatter,super
./apps/matplotlib/lib/mpl_toolkits/axes_grid1/inset_locator.py,matplotlib.axes_grid1.inset_locator,get_points,super
./apps/matplotlib/lib/matplotlib/tests/test_backends_interactive.py,matplotlib.tests.test_backends_interactive,test_other_signal_before_sigint,os.kill
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,do_3d_projection,np.concatenate
./apps/matplotlib/galleries/examples/event_handling/viewlims.py,viewlims,compute_image,np.ones
./apps/matplotlib/lib/matplotlib/tests/test_transforms.py,matplotlib.tests.test_transforms,test_lockable_bbox,np.all
./apps/matplotlib/galleries/examples/event_handling/pong_sgskip.py,pong_sgskip,start_anim,time.time
./apps/matplotlib/galleries/examples/lines_bars_and_markers/psd_demo.py,psd_demo,_koch_snowflake_complex,int
./apps/matplotlib/galleries/examples/misc/ftface_props.py,ftface_props,draw_control_points_for_patches,print
./apps/matplotlib/galleries/examples/lines_bars_and_markers/markevery_demo.py,markevery_demo,_koch_snowflake_complex,slice
./apps/matplotlib/lib/mpl_toolkits/axes_grid1/axes_divider.py,matplotlib.axes_grid1.axes_divider,_calc_offsets,np.cumsum
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_specgram_angle,np.concatenate
./apps/matplotlib/lib/matplotlib/tests/test_backend_svg.py,matplotlib.tests.test_backend_svg,test_visibility,np.ones_like
./apps/matplotlib/galleries/examples/statistics/multiple_histograms_side_by_side.py,multiple_histograms_side_by_side,on_mouse_move,sum
./apps/matplotlib/galleries/examples/widgets/annotated_cursor.py,annotated_cursor,__init__,super
./apps/matplotlib/lib/matplotlib/figure.py,matplotlib.figure,_do_layout,np.argwhere
./apps/matplotlib/lib/matplotlib/tests/test_simplification.py,matplotlib.tests.test_simplification,test_closed_path_clipping,np.roll
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,to_rgba,int
./apps/matplotlib/galleries/examples/user_interfaces/embedding_in_qt_sgskip.py,embedding_in_qt_sgskip,__init__,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,set_facecolor,super
./apps/matplotlib/lib/matplotlib/backends/_backend_pdf_ps.py,matplotlib.backends._backend_pdf_ps,__init__,super
./apps/matplotlib/lib/matplotlib/layout_engine.py,matplotlib.layout_engine,set,locals
./apps/matplotlib/galleries/examples/event_handling/figure_axes_enter_leave.py,figure_axes_enter_leave,on_leave_axes,print
./apps/matplotlib/lib/matplotlib/_afm.py,matplotlib._afm,_to_int,int
