file,operation
matplotlib.tests.test_polar,test_polar_not_datalim_adjustable
matplotlib.tests.test_polar,test_polar_gridlines
matplotlib.tests.test_polar,test_get_tightbbox_polar
matplotlib.tests.test_polar,test_polar_interpolation_steps_constant_r
matplotlib.tests.test_polar,test_polar_interpolation_steps_variable_r
matplotlib.tests.test_polar,test_thetalim_valid_invalid
matplotlib.tests.test_polar,test_thetalim_args
matplotlib.tests.test_polar,test_default_thetalocator
matplotlib.tests.test_polar,test_axvspan
matplotlib.tests.test_polar,test_remove_shared_polar
matplotlib.tests.test_polar,test_shared_polar_keeps_ticklabels
matplotlib.tests.test_polar,test_axvline_axvspan_do_not_modify_rlims
matplotlib.tests.test_polar,test_cursor_precision
matplotlib.tests.test_polar,test_custom_fmt_data
matplotlib.tests.test_polar,millions
matplotlib.tests.test_polar,test_polar_log
matplotlib.tests.test_polar,test_polar_log_rorigin
matplotlib.tests.test_polar,test_polar_neg_theta_lims
matplotlib.tests.test_polar,test_polar_errorbar
matplotlib.tests.test_polar,test_radial_limits_behavior
matplotlib.tests.test_polar,test_radial_locator_wrapping
matplotlib.tests.test_inset,test_indicate_inset_no_args
matplotlib.tests.test_inset,test_zoom_inset_update_limits
matplotlib.tests.test_inset,test_inset_indicator_update_styles
matplotlib.tests.test_inset,test_inset_indicator_zorder
matplotlib.tests.test_inset,test_zoom_inset_connector_styles
matplotlib.tests.test_inset,test_zoom_inset_transform
matplotlib.tests.test_inset,test_zoom_inset_external_transform
matplotlib.tests.test_backend_webagg,test_webagg_fallback
matplotlib.tests.test_backend_webagg,test_webagg_core_no_toolbar
matplotlib.tests.test_patheffects,test_patheffect1
matplotlib.tests.test_patheffects,test_patheffect2
matplotlib.tests.test_patheffects,test_patheffect3
matplotlib.tests.test_patheffects,test_patheffects_stroked_text
matplotlib.tests.test_patheffects,test_PathEffect_points_to_pixels
matplotlib.tests.test_patheffects,test_SimplePatchShadow_offset
matplotlib.tests.test_patheffects,test_collection
matplotlib.tests.test_patheffects,test_tickedstroke
matplotlib.tests.test_patheffects,test_patheffects_spaces_and_newlines
matplotlib.tests.test_patheffects,test_patheffects_overridden_methods_open_close_group
matplotlib.tests.test_multivariate_colormaps,test_bivariate_cmap_shapes
matplotlib.tests.test_multivariate_colormaps,test_multivar_creation
matplotlib.tests.test_multivariate_colormaps,test_multivar_alpha_mixing
matplotlib.tests.test_multivariate_colormaps,test_multivar_cmap_call
matplotlib.tests.test_multivariate_colormaps,test_multivar_bad_mode
matplotlib.tests.test_multivariate_colormaps,test_multivar_resample
matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_call_tuple
matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_call
matplotlib.tests.test_multivariate_colormaps,test_bivar_getitem
matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_bad_shape
matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_bad_lut
matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_from_image
matplotlib.tests.test_multivariate_colormaps,test_bivar_resample
matplotlib.tests.test_multivariate_colormaps,test_bivariate_repr_png
matplotlib.tests.test_multivariate_colormaps,test_bivariate_repr_html
matplotlib.tests.test_multivariate_colormaps,test_multivariate_repr_png
matplotlib.tests.test_multivariate_colormaps,test_multivariate_repr_html
matplotlib.tests.test_multivariate_colormaps,test_bivar_eq
matplotlib.tests.test_multivariate_colormaps,test_multivar_eq
matplotlib.tests.test_sphinxext,build_sphinx_html
matplotlib.tests.test_sphinxext,test_tinypages
matplotlib.tests.test_sphinxext,plot_file
matplotlib.tests.test_sphinxext,plot_directive_file
matplotlib.tests.test_sphinxext,test_plot_html_show_source_link
matplotlib.tests.test_sphinxext,test_show_source_link_true
matplotlib.tests.test_sphinxext,test_show_source_link_false
matplotlib.tests.test_sphinxext,test_plot_html_show_source_link_custom_basename
matplotlib.tests.test_sphinxext,test_srcset_version
matplotlib.tests.test_sphinxext,plot_file
matplotlib.tests.test_backend_pgf,compare_figure
matplotlib.tests.test_backend_pgf,test_tex_special_chars
matplotlib.tests.test_backend_pgf,create_figure
matplotlib.tests.test_backend_pgf,test_xelatex
matplotlib.tests.test_backend_pgf,test_pdflatex
matplotlib.tests.test_backend_pgf,test_rcupdate
matplotlib.tests.test_backend_pgf,test_pathclip
matplotlib.tests.test_backend_pgf,test_mixedmode
matplotlib.tests.test_backend_pgf,test_bbox_inches
matplotlib.tests.test_backend_pgf,test_pdf_pages
matplotlib.tests.test_backend_pgf,test_pdf_pages_metadata_check
matplotlib.tests.test_backend_pgf,test_multipage_keep_empty
matplotlib.tests.test_backend_pgf,test_tex_restart_after_error
matplotlib.tests.test_backend_pgf,test_bbox_inches_tight
matplotlib.tests.test_backend_pgf,test_png_transparency
matplotlib.tests.test_backend_pgf,test_unknown_font
matplotlib.tests.test_backend_pgf,test_minus_signs_with_tex
matplotlib.tests.test_backend_pgf,test_sketch_params
matplotlib.tests.test_backend_pgf,test_document_font_size
matplotlib.tests.test_arrow_patches,draw_arrow
matplotlib.tests.test_arrow_patches,test_fancyarrow
matplotlib.tests.test_arrow_patches,test_boxarrow
matplotlib.tests.test_arrow_patches,__prepare_fancyarrow_dpi_cor_test
matplotlib.tests.test_arrow_patches,test_fancyarrow_dpi_cor_100dpi
matplotlib.tests.test_arrow_patches,test_fancyarrow_dpi_cor_200dpi
matplotlib.tests.test_arrow_patches,test_fancyarrow_dash
matplotlib.tests.test_arrow_patches,test_arrow_styles
matplotlib.tests.test_arrow_patches,test_connection_styles
matplotlib.tests.test_arrow_patches,test_invalid_intersection
matplotlib.tests.test_backend_tools,test_format_shortcut
matplotlib.tests.test_usetex,test_usetex
matplotlib.tests.test_usetex,test_empty
matplotlib.tests.test_usetex,test_unicode_minus
matplotlib.tests.test_usetex,test_mathdefault
matplotlib.tests.test_usetex,test_multiline_eqnarray
matplotlib.tests.test_usetex,test_minus_no_descent
matplotlib.tests.test_usetex,test_usetex_packages
matplotlib.tests.test_usetex,test_latex_pkg_already_loaded
matplotlib.tests.test_usetex,test_usetex_with_underscore
matplotlib.tests.test_usetex,test_missing_psfont
matplotlib.tests.test_usetex,test_pdf_type1_font_subsetting
matplotlib.tests.test_usetex,test_rotation
matplotlib.tests.test_usetex,test_unicode_sizing
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight_suptile_legend
matplotlib.tests.test_bbox_tight,y_formatter
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight_suptitle_non_default
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight_layout_constrained
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight_layout_notconstrained
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight_clipping
matplotlib.tests.test_bbox_tight,test_bbox_inches_tight_raster
matplotlib.tests.test_bbox_tight,test_only_on_non_finite_bbox
matplotlib.tests.test_bbox_tight,test_tight_pcolorfast
matplotlib.tests.test_bbox_tight,test_noop_tight_bbox
matplotlib.tests.test_bbox_tight,test_bbox_inches_fixed_aspect
matplotlib.tests.test_bbox_tight,test_bbox_inches_inset_rasterized
matplotlib.tests.test_png,test_pngsuite
matplotlib.tests.test_png,test_truncated_file
matplotlib.tests.test_png,test_truncated_buffer
matplotlib.tests.test_axis,test_tick_labelcolor_array
matplotlib.tests.test_axis,test_axis_not_in_layout
matplotlib.tests.test_axis,test_translate_tick_params_reverse
matplotlib.tests.test_axis,test_get_tick_position_rcParams
matplotlib.tests.test_axis,test_get_tick_position_tick_top_tick_right
matplotlib.tests.test_axis,test_get_tick_position_tick_params
matplotlib.tests.test_axis,test_grid_rcparams
matplotlib.tests.test_ticker,test_engformatter_usetex_useMathText
matplotlib.tests.test_ticker,test_engformatter_offset_oom
matplotlib.tests.test_ticker,_impl_locale_comma
matplotlib.tests.test_ticker,test_locale_comma
matplotlib.tests.test_ticker,test_majformatter_type
matplotlib.tests.test_ticker,test_minformatter_type
matplotlib.tests.test_ticker,test_majlocator_type
matplotlib.tests.test_ticker,test_minlocator_type
matplotlib.tests.test_ticker,test_minorticks_rc
matplotlib.tests.test_ticker,minorticksubplot
matplotlib.tests.test_ticker,test_minorticks_toggle
matplotlib.tests.test_ticker,minortickstoggle
matplotlib.tests.test_ticker,test_remove_overlap
matplotlib.tests.test_ticker,test_bad_locator_subs
matplotlib.tests.test_ticker,test_small_range_loglocator
matplotlib.tests.test_ticker,test_loglocator_properties
matplotlib.tests.test_ticker,test_NullFormatter
matplotlib.tests.test_ticker,test_set_offset_string
matplotlib.tests.test_ticker,test_minorticks_on_multi_fig
matplotlib.tests.test_legend,test_legend_ordereddict
matplotlib.tests.test_legend,test_legend_generator
matplotlib.tests.test_legend,test_legend_auto1
matplotlib.tests.test_legend,test_legend_auto2
matplotlib.tests.test_legend,test_legend_auto3
matplotlib.tests.test_legend,test_legend_auto4
matplotlib.tests.test_legend,test_legend_auto5
matplotlib.tests.test_legend,test_various_labels
matplotlib.tests.test_legend,test_labels_first
matplotlib.tests.test_legend,test_multiple_keys
matplotlib.tests.test_legend,test_alpha_rgba
matplotlib.tests.test_legend,test_alpha_rcparam
matplotlib.tests.test_legend,test_fancy
matplotlib.tests.test_legend,test_framealpha
matplotlib.tests.test_legend,test_rc
matplotlib.tests.test_legend,test_legend_expand
matplotlib.tests.test_legend,test_hatching
matplotlib.tests.test_legend,test_legend_remove
matplotlib.tests.test_legend,test_reverse_legend_handles_and_labels
matplotlib.tests.test_legend,test_reverse_legend_display
matplotlib.tests.test_legend,test_figure_legend_outside
matplotlib.tests.test_legend,test_legend_stackplot
matplotlib.tests.test_legend,test_cross_figure_patch_legend
matplotlib.tests.test_legend,test_nanscatter
matplotlib.tests.test_legend,test_legend_repeatcheckok
matplotlib.tests.test_legend,test_not_covering_scatter
matplotlib.tests.test_legend,test_not_covering_scatter_transform
matplotlib.tests.test_legend,test_linecollection_scaled_dashes
matplotlib.tests.test_legend,test_handler_numpoints
matplotlib.tests.test_legend,test_text_nohandler_warning
matplotlib.tests.test_legend,test_empty_bar_chart_with_legend
matplotlib.tests.test_legend,test_shadow_argument_types
matplotlib.tests.test_legend,test_shadow_invalid_argument
matplotlib.tests.test_legend,test_shadow_framealpha
matplotlib.tests.test_legend,test_legend_title_empty
matplotlib.tests.test_legend,test_legend_proper_window_extent
matplotlib.tests.test_legend,test_window_extent_cached_renderer
matplotlib.tests.test_legend,test_legend_title_fontprop_fontsize
matplotlib.tests.test_legend,test_legend_alignment
matplotlib.tests.test_legend,test_ax_legend_set_loc
matplotlib.tests.test_legend,test_fig_legend_set_loc
matplotlib.tests.test_legend,test_legend_set_alignment
matplotlib.tests.test_legend,test_legend_labelcolor_single
matplotlib.tests.test_legend,test_legend_labelcolor_list
matplotlib.tests.test_legend,test_legend_labelcolor_linecolor
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_linecolor
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_linecolor_iterable
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_linecolor_cmap
matplotlib.tests.test_legend,test_legend_labelcolor_markeredgecolor
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_markeredgecolor
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_markeredgecolor_iterable
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_markeredgecolor_cmap
matplotlib.tests.test_legend,test_legend_labelcolor_markerfacecolor
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_markerfacecolor
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_markerfacecolor_iterable
matplotlib.tests.test_legend,test_legend_pathcollection_labelcolor_markfacecolor_cmap
matplotlib.tests.test_legend,test_legend_labelcolor_rcparam_single
matplotlib.tests.test_legend,test_legend_labelcolor_rcparam_linecolor
matplotlib.tests.test_legend,test_legend_labelcolor_rcparam_markeredgecolor
matplotlib.tests.test_legend,test_legend_labelcolor_rcparam_markeredgecolor_short
matplotlib.tests.test_legend,test_legend_labelcolor_rcparam_markerfacecolor
matplotlib.tests.test_legend,test_legend_labelcolor_rcparam_markerfacecolor_short
matplotlib.tests.test_legend,test_get_set_draggable
matplotlib.tests.test_legend,test_legend_draggable
matplotlib.tests.test_legend,test_alpha_handles
matplotlib.tests.test_legend,test_usetex_no_warn
matplotlib.tests.test_legend,test_warn_big_data_best_loc
matplotlib.tests.test_legend,test_no_warn_big_data_when_loc_specified
matplotlib.tests.test_legend,test_plot_multiple_input_multiple_label
matplotlib.tests.test_legend,test_plot_multiple_input_single_label
matplotlib.tests.test_legend,test_plot_single_input_multiple_label
matplotlib.tests.test_legend,test_plot_single_input_list_label
matplotlib.tests.test_legend,test_plot_multiple_label_incorrect_length_exception
matplotlib.tests.test_legend,test_legend_face_edgecolor
matplotlib.tests.test_legend,test_legend_text_axes
matplotlib.tests.test_legend,test_handlerline2d
matplotlib.tests.test_legend,test_subfigure_legend
matplotlib.tests.test_legend,test_setting_alpha_keeps_polycollection_color
matplotlib.tests.test_legend,test_legend_markers_from_line2d
matplotlib.tests.test_legend,test_ncol_ncols
matplotlib.tests.test_legend,test_loc_invalid_tuple_exception
matplotlib.tests.test_legend,test_loc_valid_tuple
matplotlib.tests.test_legend,test_loc_valid_list
matplotlib.tests.test_legend,test_loc_invalid_list_exception
matplotlib.tests.test_legend,test_loc_invalid_type
matplotlib.tests.test_legend,test_loc_validation_numeric_value
matplotlib.tests.test_legend,test_loc_validation_string_value
matplotlib.tests.test_legend,test_legend_handle_label_mismatch
matplotlib.tests.test_legend,test_legend_handle_label_mismatch_no_len
matplotlib.tests.test_legend,test_legend_nolabels_warning
matplotlib.tests.test_legend,test_legend_nolabels_draw
matplotlib.tests.test_legend,test_legend_loc_polycollection
matplotlib.tests.test_legend,test_legend_text
matplotlib.tests.test_legend,test_legend_annotate
matplotlib.tests.test_legend,test_boxplot_legend_labels
matplotlib.tests.test_mlab,test_window
matplotlib.tests.test_mlab,test_cohere
matplotlib.tests.test_mlab,callable_fun
matplotlib.tests.test_mlab,test_psd_onesided_norm
matplotlib.tests.test_mlab,test_psd_oversampling
matplotlib.tests.test_subplots,check_shared
matplotlib.tests.test_subplots,check_ticklabel_visible
matplotlib.tests.test_subplots,check_tick1_visible
matplotlib.tests.test_subplots,test_shared
matplotlib.tests.test_subplots,test_label_outer
matplotlib.tests.test_subplots,test_label_outer_span
matplotlib.tests.test_subplots,test_label_outer_non_gridspec
matplotlib.tests.test_subplots,test_shared_and_moved
matplotlib.tests.test_subplots,test_exceptions
matplotlib.tests.test_subplots,test_subplots_offsettext
matplotlib.tests.test_subplots,test_subplots_hide_ticklabels
matplotlib.tests.test_subplots,test_subplots_hide_axislabels
matplotlib.tests.test_subplots,test_get_gridspec
matplotlib.tests.test_subplots,test_dont_mutate_kwargs
matplotlib.tests.test_subplots,test_width_and_height_ratios
matplotlib.tests.test_subplots,test_width_and_height_ratios_mosaic
matplotlib.tests.test_subplots,test_ratio_overlapping_kws
matplotlib.tests.test_subplots,test_old_subplot_compat
matplotlib.tests.test_text,test_font_styles
matplotlib.tests.test_text,find_matplotlib_font
matplotlib.tests.test_text,test_multiline
matplotlib.tests.test_text,test_multiline2
matplotlib.tests.test_text,draw_box
matplotlib.tests.test_text,test_antialiasing
matplotlib.tests.test_text,test_contains
matplotlib.tests.test_text,test_annotation_contains
matplotlib.tests.test_text,test_annotate_errors
matplotlib.tests.test_text,test_titles
matplotlib.tests.test_text,test_alignment
matplotlib.tests.test_text,test_axes_titles
matplotlib.tests.test_text,test_set_position
matplotlib.tests.test_text,test_char_index_at
matplotlib.tests.test_text,test_non_default_dpi
matplotlib.tests.test_text,test_get_rotation_string
matplotlib.tests.test_text,test_get_rotation_float
matplotlib.tests.test_text,test_get_rotation_int
matplotlib.tests.test_text,test_get_rotation_raises
matplotlib.tests.test_text,test_get_rotation_none
matplotlib.tests.test_text,test_get_rotation_mod360
matplotlib.tests.test_text,test_null_rotation_with_rotation_mode
matplotlib.tests.test_text,test_bbox_clipping
matplotlib.tests.test_text,test_annotation_negative_ax_coords
matplotlib.tests.test_text,test_annotation_negative_fig_coords
matplotlib.tests.test_text,test_text_stale
matplotlib.tests.test_text,test_agg_text_clip
matplotlib.tests.test_text,test_text_size_binding
matplotlib.tests.test_text,test_font_scaling
matplotlib.tests.test_text,test_two_2line_texts
matplotlib.tests.test_text,test_validate_linespacing
matplotlib.tests.test_text,test_nonfinite_pos
matplotlib.tests.test_text,test_hinting_factor_backends
matplotlib.tests.test_text,test_usetex_is_copied
matplotlib.tests.test_text,test_single_artist_usetex
matplotlib.tests.test_text,test_single_artist_usenotex
matplotlib.tests.test_text,test_text_as_path_opacity
matplotlib.tests.test_text,test_text_as_text_opacity
matplotlib.tests.test_text,test_text_repr
matplotlib.tests.test_text,test_annotation_update
matplotlib.tests.test_text,test_annotation_units
matplotlib.tests.test_text,test_large_subscript_title
matplotlib.tests.test_text,test_wrap
matplotlib.tests.test_text,test_mathwrap
matplotlib.tests.test_text,test_get_window_extent_wrapped
matplotlib.tests.test_text,test_long_word_wrap
matplotlib.tests.test_text,test_wrap_no_wrap
matplotlib.tests.test_text,test_buffer_size
matplotlib.tests.test_text,test_fontproperties_kwarg_precedence
matplotlib.tests.test_text,test_transform_rotates_text
matplotlib.tests.test_text,test_update_mutate_input
matplotlib.tests.test_text,test_invalid_rotation_values
matplotlib.tests.test_text,test_invalid_color
matplotlib.tests.test_text,test_pdf_kerning
matplotlib.tests.test_text,test_unsupported_script
matplotlib.tests.test_text,test_parse_math
matplotlib.tests.test_text,test_parse_math_rcparams
matplotlib.tests.test_text,test_pdf_font42_kerning
matplotlib.tests.test_text,test_pdf_chars_beyond_bmp
matplotlib.tests.test_text,test_metrics_cache
matplotlib.tests.test_text,call
matplotlib.tests.test_text,test_annotate_offset_fontsize
matplotlib.tests.test_text,test_get_set_antialiased
matplotlib.tests.test_text,test_annotation_antialiased
matplotlib.tests.test_text,test_annotate_and_offsetfrom_copy_input
matplotlib.tests.test_text,test_text_antialiased_off_default_vs_manual
matplotlib.tests.test_text,test_text_antialiased_on_default_vs_manual
matplotlib.tests.test_text,test_text_annotation_get_window_extent
matplotlib.tests.test_text,test_text_with_arrow_annotation_get_window_extent
matplotlib.tests.test_text,test_arrow_annotation_get_window_extent
matplotlib.tests.test_text,test_empty_annotation_get_window_extent
matplotlib.tests.test_text,test_basic_wrap
matplotlib.tests.test_text,test_font_wrap
matplotlib.tests.test_text,test_ha_for_angle
matplotlib.tests.test_text,test_va_for_angle
matplotlib.tests.test_text,test_xtick_rotation_mode
matplotlib.tests.test_text,test_ytick_rotation_mode
matplotlib.tests.test_backend_macosx,_test_cached_renderer
matplotlib.tests.test_backend_macosx,test_cached_renderer
matplotlib.tests.test_backend_macosx,_test_savefig_rcparam
matplotlib.tests.test_backend_macosx,new_choose_save_file
matplotlib.tests.test_backend_macosx,test_savefig_rcparam
matplotlib.tests.test_backend_macosx,test_ipython
matplotlib.tests.test_backend_macosx,_test_save_figure_return
matplotlib.tests.test_backend_macosx,test_save_figure_return
matplotlib.tests.test_widgets,ax
matplotlib.tests.test_widgets,test_save_blitted_widget_as_pdf
matplotlib.tests.test_widgets,test_rectangle_selector
matplotlib.tests.test_widgets,test_rectangle_minspan
matplotlib.tests.test_widgets,test_rectangle_drag
matplotlib.tests.test_widgets,test_rectangle_selector_set_props_handle_props
matplotlib.tests.test_widgets,test_rectangle_resize
matplotlib.tests.test_widgets,test_rectangle_add_state
matplotlib.tests.test_widgets,test_rectangle_resize_center
matplotlib.tests.test_widgets,test_rectangle_resize_square
matplotlib.tests.test_widgets,test_rectangle_resize_square_center
matplotlib.tests.test_widgets,test_rectangle_rotate
matplotlib.tests.test_widgets,test_rectangle_add_remove_set
matplotlib.tests.test_widgets,test_rectangle_resize_square_center_aspect
matplotlib.tests.test_widgets,test_ellipse
matplotlib.tests.test_widgets,test_rectangle_handles
matplotlib.tests.test_widgets,test_rectangle_selector_onselect
matplotlib.tests.test_widgets,test_rectangle_selector_ignore_outside
matplotlib.tests.test_widgets,test_span_selector
matplotlib.tests.test_widgets,test_span_selector_onselect
matplotlib.tests.test_widgets,test_span_selector_ignore_outside
matplotlib.tests.test_widgets,test_span_selector_drag
matplotlib.tests.test_widgets,test_span_selector_direction
matplotlib.tests.test_widgets,test_span_selector_set_props_handle_props
matplotlib.tests.test_widgets,test_selector_clear
matplotlib.tests.test_widgets,test_selector_clear_method
matplotlib.tests.test_widgets,test_span_selector_add_state
matplotlib.tests.test_widgets,test_tool_line_handle
matplotlib.tests.test_widgets,test_span_selector_bound
matplotlib.tests.test_widgets,test_span_selector_animated_artists_callback
matplotlib.tests.test_widgets,mean
matplotlib.tests.test_widgets,test_snapping_values_span_selector
matplotlib.tests.test_widgets,onselect
matplotlib.tests.test_widgets,test_span_selector_snap
matplotlib.tests.test_widgets,onselect
matplotlib.tests.test_widgets,test_span_selector_extents
matplotlib.tests.test_widgets,test_lasso_selector
matplotlib.tests.test_widgets,test_lasso_selector_set_props
matplotlib.tests.test_widgets,test_lasso_set_props
matplotlib.tests.test_widgets,test_CheckButtons
matplotlib.tests.test_widgets,test_TextBox
matplotlib.tests.test_widgets,test_RadioButtons
matplotlib.tests.test_widgets,test_check_radio_buttons_image
matplotlib.tests.test_widgets,test_radio_buttons
matplotlib.tests.test_widgets,test_radio_buttons_props
matplotlib.tests.test_widgets,test_radio_button_active_conflict
matplotlib.tests.test_widgets,test_radio_buttons_activecolor_change
matplotlib.tests.test_widgets,test_check_buttons
matplotlib.tests.test_widgets,test_check_button_props
matplotlib.tests.test_widgets,test_slider_slidermin_slidermax_invalid
matplotlib.tests.test_widgets,test_slider_slidermin_slidermax
matplotlib.tests.test_widgets,test_slider_valmin_valmax
matplotlib.tests.test_widgets,test_slider_valstep_snapping
matplotlib.tests.test_widgets,test_slider_horizontal_vertical
matplotlib.tests.test_widgets,test_slider_reset
matplotlib.tests.test_widgets,test_range_slider
matplotlib.tests.test_widgets,handle_positions
matplotlib.tests.test_widgets,test_range_slider_same_init_values
matplotlib.tests.test_widgets,check_polygon_selector
matplotlib.tests.test_widgets,polygon_place_vertex
matplotlib.tests.test_widgets,polygon_remove_vertex
matplotlib.tests.test_widgets,test_polygon_selector
matplotlib.tests.test_widgets,test_polygon_selector_set_props_handle_props
matplotlib.tests.test_widgets,test_rect_visibility
matplotlib.tests.test_widgets,test_polygon_selector_remove
matplotlib.tests.test_widgets,test_polygon_selector_remove_first_point
matplotlib.tests.test_widgets,test_polygon_selector_redraw
matplotlib.tests.test_widgets,test_polygon_selector_verts_setter
matplotlib.tests.test_widgets,test_polygon_selector_box
matplotlib.tests.test_widgets,test_polygon_selector_clear_method
matplotlib.tests.test_widgets,test_MultiCursor
matplotlib.tests.test_bezier,test_split_bezier_with_large_values
matplotlib.tests.test_backend_ps,test_savefig_to_stringio
matplotlib.tests.test_backend_ps,test_patheffects
matplotlib.tests.test_backend_ps,test_tilde_in_tempfilename
matplotlib.tests.test_backend_ps,test_transparency
matplotlib.tests.test_backend_ps,test_transparency_tex
matplotlib.tests.test_backend_ps,test_bbox
matplotlib.tests.test_backend_ps,test_failing_latex
matplotlib.tests.test_backend_ps,test_partial_usetex
matplotlib.tests.test_backend_ps,test_usetex_preamble
matplotlib.tests.test_backend_ps,test_useafm
matplotlib.tests.test_backend_ps,test_type3_font
matplotlib.tests.test_backend_ps,test_colored_hatch_zero_linewidth
matplotlib.tests.test_backend_ps,test_text_clip
matplotlib.tests.test_backend_ps,test_d_glyph
matplotlib.tests.test_backend_ps,test_type42_font_without_prep
matplotlib.tests.test_backend_ps,test_fonttype
matplotlib.tests.test_backend_ps,test_linedash
matplotlib.tests.test_backend_ps,test_empty_line
matplotlib.tests.test_backend_ps,test_no_duplicate_definition
matplotlib.tests.test_backend_ps,test_multi_font_type3
matplotlib.tests.test_backend_ps,test_multi_font_type42
matplotlib.tests.test_backend_ps,test_path_collection
matplotlib.tests.test_backend_ps,test_colorbar_shift
matplotlib.tests.test_backend_ps,test_auto_papersize_removal
matplotlib.tests.test_rcparams,test_rcparams
matplotlib.tests.test_rcparams,func
matplotlib.tests.test_rcparams,test_RcParams_class
matplotlib.tests.test_rcparams,test_rcparams_update
matplotlib.tests.test_rcparams,test_rcparams_init
matplotlib.tests.test_rcparams,test_nargs_cycler
matplotlib.tests.test_rcparams,test_Bug_2543
matplotlib.tests.test_rcparams,test_legend_colors
matplotlib.tests.test_rcparams,test_mfc_rcparams
matplotlib.tests.test_rcparams,test_mec_rcparams
matplotlib.tests.test_rcparams,test_axes_titlecolor_rcparams
matplotlib.tests.test_rcparams,test_Issue_1713
matplotlib.tests.test_rcparams,test_animation_frame_formats
matplotlib.tests.test_rcparams,generate_validator_testcases
matplotlib.tests.test_rcparams,test_validator_valid
matplotlib.tests.test_rcparams,test_validator_invalid
matplotlib.tests.test_rcparams,test_validate_cycler_bad_color_string
matplotlib.tests.test_rcparams,test_validate_fontweight
matplotlib.tests.test_rcparams,test_validate_fontstretch
matplotlib.tests.test_rcparams,test_keymaps
matplotlib.tests.test_rcparams,test_no_backend_reset_rccontext
matplotlib.tests.test_rcparams,test_rcparams_reset_after_fail
matplotlib.tests.test_rcparams,test_backend_fallback_headless_invalid_backend
matplotlib.tests.test_rcparams,test_backend_fallback_headless_auto_backend
matplotlib.tests.test_rcparams,test_backend_fallback_headful
matplotlib.tests.test_rcparams,test_deprecation
matplotlib.tests.test_rcparams,test_rcparams_legend_loc
matplotlib.tests.test_rcparams,test_rcparams_legend_loc_from_file
matplotlib.tests.test_rcparams,test_validate_sketch
matplotlib.tests.test_rcparams,test_validate_sketch_error
matplotlib.tests.test_rcparams,test_rcparams_path_sketch_from_file
matplotlib.tests.test_rcparams,test_rc_aliases
matplotlib.tests.test_gridspec,test_equal
matplotlib.tests.test_gridspec,test_update
matplotlib.tests.test_gridspec,test_width_ratios
matplotlib.tests.test_gridspec,test_height_ratios
matplotlib.tests.test_gridspec,test_SubplotParams
matplotlib.tests.test_gridspec,test_repr
matplotlib.tests.test_gridspec,test_subplotspec_args
matplotlib.tests.test_axes,test_invisible_axes
matplotlib.tests.test_axes,test_get_labels
matplotlib.tests.test_axes,test_repr
matplotlib.tests.test_axes,test_label_loc_vertical
matplotlib.tests.test_axes,test_label_loc_horizontal
matplotlib.tests.test_axes,test_label_loc_rc
matplotlib.tests.test_axes,test_label_shift
matplotlib.tests.test_axes,test_acorr
matplotlib.tests.test_axes,test_acorr_integers
matplotlib.tests.test_axes,test_spy
matplotlib.tests.test_axes,test_spy_invalid_kwargs
matplotlib.tests.test_axes,test_matshow
matplotlib.tests.test_axes,test_formatter_ticker
matplotlib.tests.test_axes,test_funcformatter_auto_formatter
matplotlib.tests.test_axes,_formfunc
matplotlib.tests.test_axes,test_strmethodformatter_auto_formatter
matplotlib.tests.test_axes,test_twin_axis_locators_formatters
matplotlib.tests.test_axes,test_twinx_cla
matplotlib.tests.test_axes,test_twin_units
matplotlib.tests.test_axes,test_twin_logscale
matplotlib.tests.test_axes,test_twinx_axis_scales
matplotlib.tests.test_axes,test_twin_inherit_autoscale_setting
matplotlib.tests.test_axes,test_inverted_cla
matplotlib.tests.test_axes,test_subclass_clear_cla
matplotlib.tests.test_axes,test_cla_not_redefined_internally
matplotlib.tests.test_axes,test_minorticks_on_rcParams_both
matplotlib.tests.test_axes,test_autoscale_tiny_range
matplotlib.tests.test_axes,test_autoscale_tight
matplotlib.tests.test_axes,test_autoscale_log_shared
matplotlib.tests.test_axes,test_use_sticky_edges
matplotlib.tests.test_axes,test_sticky_shared_axes
matplotlib.tests.test_axes,test_sticky_tolerance
matplotlib.tests.test_axes,test_sticky_tolerance_contourf
matplotlib.tests.test_axes,test_nargs_stem
