common-block,file,module,operation,direction
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.max_step,WRITE
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.rtol,WRITE
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.atol,WRITE
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.f,WRITE
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.K,WRITE
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.error_exponent,WRITE
RungeKutta,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RungeKutta,self.h_previous,WRITE
DOP853,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.DOP853,self.K_extended,WRITE
DOP853,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.DOP853,self.K,WRITE
RkDenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RkDenseOutput,self.h,WRITE
RkDenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RkDenseOutput,self.Q,WRITE
RkDenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RkDenseOutput,self.order,WRITE
RkDenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.RkDenseOutput,self.y_old,WRITE
Dop853DenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.Dop853DenseOutput,self.h,WRITE
Dop853DenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.Dop853DenseOutput,self.F,WRITE
Dop853DenseOutput,./apps/scipy/scipy/integrate/_ivp/rk.py,scipy.integrate._ivp.rk.Dop853DenseOutput,self.y_old,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.t_old,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.t,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self._fun,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.y,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.t_bound,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.vectorized,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.fun,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.fun_single,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.fun_vectorized,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.direction,WRITE
