"source-path";"source-operation";"target-path";"target-operation";"calls"
"numpy.polynomial.tests.test_legendre";"test_legint";"numpy.polynomial.legendre";"leg.legint";"12"
"lib_core.test_datetime";"test_timedelta_arange";"distutilstests.test_ccompiler_opt";"assert_raises";"3"
"lib_core.test_numeric";"test_roll_empty";"libtests.test_regression";"np.roll";"1"
"tedistutils.system_info";"_check_libs";"numpy.polynomial.tests.test_hermite_e";"self._find_libs";"2"
"omlib._arraysetops_impl";"unique";"omma.core";"np.ascontiguousarray";"1"
"omlib.recfunctions";"recursive_fill_fields";"numpy.polynomial.tests.test_hermite_e";"recursive_fill_fields";"1"
"libtests.test__datasource";"test_ValidHTTP";"omlib._twodim_base_impl";"upath.strip";"2"
"libtests.test_shape_base";"double";"omma.core";"assert_array_equal";"2"
"omlib._nanfunctions_impl";"_replace_nan";"omma.core";"np.asanyarray";"1"
"tedistutils.unixccompiler";"UnixCCompiler__compile";"libtests.test_regression";"os.path.basename";"1"
"lib_core.test_limited_api";"install_temp";"numpy.polynomial.tests.test_hermite_e";"pytest.fixture";"1"
"lib_core.einsumfunc";"_parse_einsum_input";"om_typing._nested_sequence";"sub.count";"2"
"tedistutils.ccompiler_opt";"_dist_test_spawn_paths";"omlib._npyio_impl";"os.getenv";"1"
"libtests.test_io";"__index__";"libtests.test_io";"c.seek";"3"
"randomtests.test_generator_mt19937_regressions";"test_shuffle_of_array_of_different_length_strings";"lib_core.test_ufunc";"gc.collect";"1"
"pycore.defchararray";"__getattr__";"omlib._twodim_base_impl";"AttributeError";"1"
"lif2py.crackfortran";"split_by_unquoted";"lib_core.test_ufunc";"set";"2"
"numpy.polynomial.hermite";"hermgauss";"numpy.polynomial.hermite";"hermcompanion";"1"
"lib_core.test_multiarray";"test_scalar_interface";"numpy.polynomial.tests.test_hermite_e";"sys.getrefcount";"2"
"libtests.test_function_base";"test_args";"distutilstests.test_ccompiler_opt";"assert_raises_regex";"1"
"typingtests.test_typing";"test_fail";"tedistutils.log";"errors.errors.strip";"1"
"lib_core.test_multiarray";"test_reshape";"omma.core";"np.array";"1"
"lib_core.test_nditer";"test_iter_allocate_output_simple";"lib_core.test_ufunc";"nditer";"1"
"lib_core.test_arrayprint";"test_float_overflow_nowarn";"omma.core";"np.array";"1"
"lib_core.test_dtype";"test_comma_datetime";"omma.testutils";"assert_equal";"1"
"lib_core.test_stringdtype";"test_replace_non_default_repeat";"omma.core";"assert_array_equal";"1"
"tedistutils.cpuinfo";"_is_ultraenterprice10k";"lib_core.test_ufunc";"re.match";"1"
"linalgtests.test_linalg";"test_matrix_2x2";"omfft._pocketfft";"norm";"9"
"omtests.test_core";"test_deepcopy";"omma.core";"array";"1"
"numpy.polynomial.tests.test_laguerre";"test_lagint";"numpy.polynomial.laguerre";"lag.lagval";"1"
"ffttests.test_helper";"test_uneven_dims";"numpy.polynomial.tests.test_hermite_e";"fft.ifftshift";"7"
"tedistutils.system_info";"get_standard_file";"libtests.test_regression";"os.path.expanduser";"1"
"omtests.test_mrecords";"test_hardmask";"omma.mrecords";"base.view";"1"
"lib_core.shape_base";"_block_check_depths_match";"lib_core.test_ufunc";"enumerate";"1"
"lib_core.test_unicode";"test_string_cast";"numpy.matlib";"np.zeros";"2"
"lib_core.test_deprecations";"test_non_exact_match";"omma.core";"np.array";"1"
"lib_core.test_regression";"test_multidim_byteswap";"libtests.test_regression";"r.byteswap";"1"
"lib_core.test_ufunc";"test_keepdims_argument";"omma.core";"np.arange.reshape";"5"
"distutilsfcompiler.__init__";"_compile";"libtests.test_regression";"os.path.basename";"1"
"lib_core.strings";"ljust";"randomtests.test_smoke";"np.issubdtype";"1"
"numpy.conftest";"as_ctypes";"numpy.polynomial.tests.test_hermite_e";"hypothesis.settings.register_profile";"2"
"randomtests.test_smoke";"test_noncentral_chisquare";"_core";"len";"1"
"lif2py.symbolic";"__pow__";"libtests.test_regression";"Expr";"2"
"libtests.test_stride_tricks";"test_broadcast_shapes_raises";"numpy.polynomial._polybase";"broadcast_shapes";"2"
"randomtests.test_randomstate";"test_choice_uniform_replace";"numpy.matlib";"random.seed";"1"
"lif2py.crackfortran";"compute_deps";"_core";"eval";"1"
"libtests.test_format";"test_descr_to_dtype";"omlib._twodim_base_impl";"roundtrip";"1"
"libtests.test_recfunctions";"test_get_names";"omlib._npyio_impl";"get_names";"4"
"tedistutils.misc_util";"dict_append";"lib_core.test_ufunc";"a.extend";"1"
"randomtests.test_random";"test_f";"omma.core";"np.array";"2"
"omma.testutils";"assert_almost_equal";"omma.core";"assert_array_almost_equal";"1"
"omlib.recfunctions";"rec_drop_fields";"numpy.polynomial.tests.test_hermite_e";"drop_fields";"1"
"omma.extras";"apply_along_axis";"_core";"slice";"2"
"lib_core.test_cpu_features";"test_features";"numpy.polynomial.tests.test_hermite_e";"self.cpu_have";"2"
"py_utils._pep440";"parse";"lib_core.test_regression";"LegacyVersion";"1"
"lib_core.test_nditer";"test_iter_itershape";"numpy.matlib";"np.ones";"1"
"randomtests.test_generator_mt19937";"test_scalar_array_equiv";"omma.core";"assert_array_equal";"2"
"distutilscommand.build_clib";"build_a_library";"numpy.polynomial.tests.test_hermite_e";"base_config_fc.update";"1"
"lib_core.test_multiarray";"test_std_where";"omma.core";"np.array";"6"
"lib_core.test_multiarray";"__array__";"lib_core.test_ufunc";"NotAnArray";"1"
"numpy.polynomial.tests.test_classes";"test_deriv";"libtests.test_regression";"p2.deriv";"4"
"libtests.test_arrayterator";"test";"libtests.test_regression";"np.arange";"2"
"tedistutils.extension";"has_f2py_sources";"numpy.polynomial.tests.test_hermite_e";"fortran_pyf_ext_re";"1"
"lib_core.test_umath";"__array_ufunc__";"liblinalg._linalg";"B";"3"
"tedistutils.exec_command";"find_executable";"omlib._type_check_impl";"realpath";"1"
"lib_core.test_dtype";"test_bool_commastring";"randomtests.test_smoke";"np.dtype";"2"
"numpy.polynomial.tests.test_printing";"test_polynomial_str";"omma.testutils";"assert_equal";"2"
"lib_core.test_ufunc";"test_find_access_past_buffer";"libtests.test_regression";"np.all";"1"
"lib_core.test_multiarray";"test_sort_complex_byte_swapping";"omlib._function_base_impl";"arr.copy";"1"
"lib_core._ufunc_config";"inner";"lib_core.fromnumeric";"contextvars.ContextVar";"1"
"libtests.test_function_base";"mean";"numpy.polynomial.tests.test_hermite_e";"f";"1"
"randomtests.test_randomstate_regression";"test_call_within_randomstate";"numpy.matlib";"random.RandomState";"1"
"libtests.test_function_base";"test_empty";"numpy.polynomial.tests.test_hermite_e";"warnings.filterwarnings";"3"
"linalgtests.test_linalg";"test_basic_function_with_three_arguments";"numpy.matlib";"np.random.random";"3"
"omtests.test_extras";"test_in1d_invert";"libtests.test_regression";"np.invert";"2"
"omma.core";"__div__";"lib_core._ufunc_config";"divide";"1"
"f2pytests.test_return_real";"test_all";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"f2pytests.util";"build_module";"omlib._shape_base_impl";"os.path.splitext";"1"
"lib_core.test_ufunc";"test_vecdot_complex";"libtests.test_regression";"expected.astype";"1"
"lib_core.test_umath";"test_arccosh";"omma.testutils";"assert_equal";"1"
"tedistutils.cpuinfo";"_has_3dnow";"numpy.polynomial.tests.test_hermite_e";"self.is_AMD";"1"
"distutilscommand.config";"check_func";"omma.core";"body.append";"10"
"omtests.test_subclassing";"test_subclasspreservation";"omma.testutils";"assert_equal";"6"
"matrixlibtests.test_defmatrix";"test_list";"omlib._twodim_base_impl";"matrix";"1"
"tedistutils.cpuinfo";"key_value_from_command";"tedistutils.cpuinfo";"command_by_line";"1"
"randomtests.test_randomstate";"test_in_bounds_fuzz";"numpy.polynomial.tests.test_hermite_e";"self.rfunc";"2"
"lib_core.test_numeric";"test_simple_nonnative";"numpy.polynomial.tests.test_hermite_e";"self._neg_byteorder";"1"
"lib_core.test_umath";"test_logaddexp_values";"omma.core";"np.array";"3"
"libtests.test_function_base";"test_keywords_with_otypes_order3";"libtests.test_regression";"np.arange";"3"
"omtests.test_subclassing";"__array_ufunc__";"omma.extras";"isinstance";"1"
"omma.timer_comparison";"assert_array_compare";"lib_core.fromnumeric";"reduced.all";"1"
"omlib._polynomial_impl";"_raise_power";"libtests.test_regression";"mat.groups";"1"
"omlib._function_base_impl";"_i0_2";"omlib._function_base_impl";"_chbevl";"1"
"randomtests.test_generator_mt19937";"test_invalid_n";"distutilstests.test_ccompiler_opt";"assert_raises";"2"
"typingtests.random";"func";"numpy.polynomial.tests.test_hermite_e";"def_gen.chisquare";"7"
"omlib.format";"_write_array_header";"libtests.test_regression";"repr";"2"
"lib_core.test_dtype";"test_structured_object_create_delete";"libtests.test_regression";"pytest.mark.skip";"1"
"lib_core.test_multiarray";"test_view_discard_refcount";"omma.core";"np.arange.reshape";"1"
"lif2py.func2subr";"add";"tedistutils.conv_template";"l_tmpl.replace";"2"
"lif2py.capi_maps";"getarrdocsign";"lif2py.auxfuncs";"isscalar";"1"
"lif2py.f2py2e";"run_compile";"libtests.test_regression";"repr";"1"
"testing_private.extbuild";"_make_methods";"numpy.polynomial.tests.test_hermite_e";"format";"1"
"libtests.test_function_base";"test_args";"numpy.matlib";"np.ones";"1"
"libtests.test_arraypad";"test_check_2d";"omma.core";"np.array";"1"
"lib_core.test_multiarray";"test_casting";"omma.testutils";"assert_equal";"6"
"f2pytests.util";"build_module";"libtests.test_regression";"p.communicate";"1"
"lib_core.test_nep50_promotions";"test_nep50_integer_conversion_errors";"omma.core";"np.array";"1"
"omtests.test_old_ma";"test_testArrayMethods";"lib_core.fromnumeric";"a.all";"1"
"lib_core.test_multiarray";"test_ndim";"omma.core";"np.array";"1"
"lib_core.test_multiarray";"first_out_arg";"distutilstests.test_ccompiler_opt";"assert_raises";"3"
"omtests.test_regression";"test_mask_not_backmangled";"tedistutils.ccompiler_opt";"np.tile";"1"
"lib_core.test_umath";"test_decimal";"omma.testutils";"assert_equal";"2"
"lib_core.test__exceptions";"test_attr";"numpy.exceptions.AxisError";"AxisError";"1"
"lib_core.test_multiarray";"test_no_dgemv";"omlib._function_base_impl";"b.copy";"2"
"lib_core.test_numeric";"test_count_nonzero_axis_consistent";"om_typing._nested_sequence";"np.count_nonzero";"2"
"randomtests.test_random";"test_gamma";"omma.core";"assert_array_almost_equal";"3"
"lib_core.strings";"_to_bytes_or_str_array";"omlib._npyio_impl";"_get_num_chars";"1"
"lib_core.test_scalarmath";"test_numpy_abs";"numpy.polynomial.tests.test_hermite_e";"platform.release";"1"
"lib_core.test_regression";"test_random_shuffle";"omlib._function_base_impl";"a.copy";"1"
"lib_core.test_numeric";"test_reshape_copy_arg";"libtests.test_regression";"pytest.raises";"2"
"lif2py.cfuncs";"get_needs";"libtests.test_regression";"map";"1"
"tedistutils.misc_util";"get_ext_source_files";"tedistutils.misc_util";"get_dependencies";"1"
"lib_core.test_array_coercion";"scalar_instances";"libtests.test_regression";"np.int16";"1"
"omtests.test_old_ma";"test_testTakeTransposeInnerOuter";"lib_core.test_umath_complex";"arange";"1"
"lib_core.test_umath";"test_overflows";"numpy.polynomial._polybase";"self.overflow_results.self.overflow_results.nocast";"2"
"lib_core.test_simd";"test_abs";"numpy.polynomial.tests.test_hermite_e";"self.setall";"2"
"lib_core.test_einsum";"test_spaces";"libtests.test_regression";"np.einsum";"1"
"lib_core.test_numeric";"test_all_any";"numpy.polynomial.tests.test_hermite_e";"self.nm.any";"1"
"distutilstests.test_system_info";"test_compile1";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"1"
"lib_core.test_records";"test_recarray_from_repr";"_core";"eval";"3"
"lib_core.test_multiarray";"test_sort_int";"omlib._twodim_base_impl";"pytest.mark.parametrize";"2"
"omtests.test_core";"test_no_masked_nan_warnings";"lib_core._ufunc_config";"divide";"1"
"lib_core.test_numeric";"test_compress";"libtests.test_regression";"np.compress";"1"
"lib_core.test_regression";"test_pickle_py2_bytes_encoding";"randomtests.test_extending";"pickle.loads";"1"
"omlib._arraysetops_impl";"unique";"libtests.test_regression";"np.prod";"1"
"lif2py.symbolic";"as_apply";"libtests.test_regression";"Expr";"1"
"libtests.test_io";"test_single_dtype_w_implicit_names";"lib_core.test_ufunc";"TextIO";"1"
"lib_core.test_regression";"test_multidim_byteswap";"omma.core";"assert_array_equal";"1"
"numpy.polynomial.chebyshev";"chebint";"_core";"len";"3"
"randomtests.test_generator_mt19937";"test_repeatability_broadcasting";"lib_core.test_ufunc";"Generator";"3"
"omlib._type_check_impl";"common_type";"lib_core.test_array_coercion";"issubclass";"1"
"lib_core.test_ufunc";"test_innerwt_empty";"libtests.test_regression";"np.sum";"1"
"randomtests.test_randomstate";"test_invalid_legacy_state_setting";"omma.core";"np.array";"1"
"lib_core.test_umath";"test_arcsincos";"libtests.test_regression";"np.errstate";"2"
"omma.core";"take";"omma.core";"a.take";"1"
"omma.core";"getmaskarray";"omma.core";"make_mask_none";"1"
"lib_core.test_scalarmath";"test_types";"libtests.test_regression";"atype";"1"
"omlib._arraysetops_impl";"unique";"omma.extras";"_unique1d";"1"
"lib_core.test_half";"assert_raises_fpe";"lib_core.fromnumeric";"callable";"1"
"omlib._function_base_impl";"func";"libtests.test_regression";"zip";"1"
"randomtests.test_random";"setup_method";"numpy.matlib";"random.RandomState";"1"
"lib_core.einsumfunc";"_parse_einsum_input";"py_utils._inspect";"join";"3"
"numpy.polynomial.tests.test_chebyshev";"test_poly2cheb";"omlib._twodim_base_impl";"range";"1"
"lib_core.test_extint128";"test_add_128";"omma.testutils";"assert_equal";"1"
"libtests.test_arraypad";"test_with_none";"omlib._arraypad_impl";"_as_pairs";"2"
"lib_core.test_numeric";"test_double";"omma.core";"assert_array_equal";"16"
"randomtests.test_randomstate";"test_dirichlet_size";"numpy.polynomial.tests.test_hermite_e";"float";"1"
"lib_core.test_nep50_promotions";"test_nep50_integer_conversion_errors";"libtests.test_regression";"pytest.raises";"3"
"distutilscommand.config";"_check_compiler";"numpy.polynomial.tests.test_hermite_e";"self.fcompiler.customize_cmd";"1"
"libtests.test_arrayterator";"test";"omlib._twodim_base_impl";"range";"1"
"linalgtests.test_linalg";"do";"liblinalg._linalg";"linalg.det";"1"
"omma.core";"count";"libtests.test_regression";"normalize_axis_tuple";"1"
"lib_core.test_multiarray";"_test_cast_from_flexible";"omma.extras";"isinstance";"2"
"lib_core.test_nditer";"test_iter_reduction";"libtests.test_regression";"np.sum";"2"
"lib_core._asarray";"require";"omma.core";"array";"1"
"ommatrixlib.defmatrix";"__mul__";"omma.extras";"isinstance";"1"
"lib_core.test_api";"test_array_array";"randomtests.test_smoke";"np.dtype";"6"
"lib_core.test_numeric";"test_var";"omma.core";"np.array";"3"
"lib_core.test_half";"test_half_funcs";"libtests.test_regression";"a.byteswap";"1"
"tedistutils.npy_pkg_config";"read_config";"numpy.polynomial.tests.test_hermite_e";"info.cflags";"1"
"lib_core.test_mem_overlap";"test_unary_ufunc_call_fuzz";"numpy.polynomial.tests.test_hermite_e";"self.check_unary_fuzz";"1"
"lib_core.test_simd";"test_mask_conditional";"_core";"len";"1"
"lib_core.function_base";"add_newdoc";"numpy.polynomial.polyutils";"_add_docstring";"3"
"omtests.test_extras";"test_ndenumerate_nomasked";"omma.extras";"ndenumerate";"5"
"tedistutils.ccompiler";"CCompiler_spawn";"numpy.polynomial.tests.test_hermite_e";"log.info";"1"
"randomtests.test_generator_mt19937";"test_broadcast_size_error";"numpy.matlib";"random.binomial";"3"
"distutilsfcompiler.ibm";"get_flags_opt";"tedistutils.log";"log.set_verbosity";"1"
"lib_core.test_indexing";"test_small_regressions";"randomtests.test_smoke";"np.dtype";"2"
"libtests.test_io";"test_ndmin_keyword";"tedistutils.log";"pytest.warns";"1"
"numpy.polynomial.tests.test_printing";"test_polynomial_repr";"libtests.test_regression";"repr";"1"
"omtests.test_core";"test_dot";"omma.core";"mx.dot";"1"
"lib_core.test_api";"custom__array__";"omma.core";"np.array";"24"
"omtests.test_extras";"test_ediff1d_toend";"numpy.polynomial.tests.test_hermite_e";"test.filled";"2"
"lib_core.test_multiarray";"test_zeros_appended";"numpy.matlib";"np.zeros";"1"
"lib_core.arrayprint";"recurser";"omlib._twodim_base_impl";"separator.rstrip";"3"
"numpy.polynomial.tests.test_chebyshev";"trim";"numpy.polynomial.tests.test_hermite_e";"cheb.chebtrim";"1"
"libtests.test_io";"test_record_2";"omma.core";"np.array";"1"
"lib_core.test_ufunc";"test_broadcast";"libtests.test_regression";"np.sum";"2"
"lib_core.test_dtype";"test_dtype_bytes_str_equivalence";"randomtests.test_smoke";"assert_dtype_equal";"1"
"libtests.test__iotools";"_bytes_to_date";"lib_core.test_ufunc";"date";"1"
"lif2py.capi_maps";"getstrlength";"lif2py.cfuncs";"errmess";"3"
"numpy.polynomial.tests.test_printing";"test_numeric_object_coefficients";"lif2py.auxfuncs";"str";"1"
"omma.core";"__repr__";"randomtests.test_smoke";"np._core.arrayprint.dtype_is_implied";"1"
"omtests.test_core";"test_masked_array_underflow";"libtests.test_regression";"np.arange";"1"
"lib_core.strings";"_to_bytes_or_str_array";"omma.extras";"isinstance";"1"
"omlib._function_base_impl";"piecewise";"omma.core";"asanyarray";"1"
"libtests.test_nanfunctions";"test_small_large";"lib_core.fromnumeric";"d.ravel";"1"
"lib_core.test_datetime";"test_timedelta_floor_div_precision";"libtests.test_regression";"np.timedelta64";"2"
"lif2py.symbolic";"as_complex";"libtests.test_regression";"as_expr";"2"
"lib_core.test_custom_dtypes";"test_sfloat_rescaled";"fractions";"SF";"1"
"numpy.polynomial.chebyshev";"chebfromroots";"numpy.polynomial._polybase";"pu._fromroots";"1"
